"team_id","year","week","team","w-l","off_dvoa_rank","off_dvoa","off_weight_dvoa_rank","off_weight_dvoa","pass_off_rank","pass_off","rush_off_rank","rush_off","def_dvoa_rank","def_dvoa","def_weight_dvoa_rank","def_weight_dvoa","pass_def_rank","pass_def","rush_def_rank","rush_def"
"kc_2009_13",2009,13,"kc","3-9",32,-29.6,32,-32.1,29,-23.1,31,-25.5,27,10.4,26,9.9,23,16.5,29,"4.3
"
"no_2009_13",2009,13,"no","12-0",1,28.7,1,27.3,3,47.6,2,16.9,6,-9.1,8,-6.8,4,-15.7,24,"0.0
"
"ind_2009_13",2009,13,"ind","12-0",3,23.8,3,23.5,4,44.8,8,3.3,10,-7.2,11,-6.2,8,-5.7,18,"-9.3
"
"lac_2009_13",2009,13,"lac","9-3",5,18.3,4,22.1,1,59.3,29,-17.7,24,8.6,21,6.4,22,12.7,28,"3.8
"
"gb_2009_13",2009,13,"gb","8-4",7,16.1,7,17.3,8,35.5,13,-0.6,1,-20.4,1,-21.5,2,-18,2,"-23.7
"
"pit_2009_13",2009,13,"pit","6-6",9,14,9,13.5,9,35,16,-2.6,12,-4.1,12,-5.3,14,5,5,"-19.1
"
"bal_2009_13",2009,13,"bal","6-6",11,8.7,15,5.4,14,20.9,7,5.4,5,-9.7,5,-8.9,9,-4,9,"-16.5
"
"nyg_2009_13",2009,13,"nyg","7-5",13,7.8,14,6.1,11,29.8,19,-7.7,13,-3.5,18,-1.4,12,2.3,15,"-10.8
"
"mia_2009_13",2009,13,"mia","6-6",15,5.7,16,5.2,17,12.6,3,8.5,23,6.7,22,7.1,21,11.5,25,"0.4
"
"ten_2009_13",2009,13,"ten","5-7",17,4.2,11,8.3,19,11.1,5,7.3,29,11.9,30,11.3,27,22,22,"-4.9
"
"den_2009_13",2009,13,"den","8-4",19,1,19,-1.6,18,11.6,10,0.9,4,-12.1,4,-9.2,6,-13.6,17,"-10.3
"
"sf_2009_13",2009,13,"sf","5-7",21,-10.7,21,-8.1,21,-1,21,-11.2,7,-8.7,7,-7,11,-2.6,7,"-17.6
"
"sea_2009_13",2009,13,"sea","5-7",23,-12.5,23,-14.1,22,-4.9,26,-14.8,22,6.4,24,7.7,26,21,11,"-16.0
"
"lar_2009_13",2009,13,"lar","1-11",25,-19.6,25,-18.4,27,-21,18,-5.4,31,12.9,28,10.9,25,20.5,30,"5.4
"
"chi_2009_13",2009,13,"chi","5-7",27,-23.9,29,-24.4,24,-13.4,32,-25.7,19,1.6,20,2.9,16,7.8,21,"-5.5
"
"buf_2009_13",2009,13,"buf","4-8",29,-25,30,-25.2,25,-15.2,28,-17.5,14,-3.4,15,-3.2,5,-15.1,32,"7.1
"
"det_2009_13",2009,13,"det","2-10",31,-28.6,31,-27.9,31,-28.4,27,-17,28,11.3,27,10.8,30,30.1,13,"-14.8
"
"ne_2009_14",2009,14,"ne","8-5",2,26.7,2,24.8,2,50.2,4,8.8,17,-0.3,18,0.4,22,13.3,4,"-17.8
"
"dal_2009_14",2009,14,"dal","8-5",4,21.5,5,20.2,5,40.6,2,15.3,19,2.1,17,-1.1,20,11.8,15,"-11.4
"
"gb_2009_14",2009,14,"gb","9-4",6,15.1,6,16,9,33.3,11,1.7,2,-18.3,2,-18.9,4,-16.1,2,"-21.4
"
"min_2009_14",2009,14,"min","11-2",8,13.2,7,14.3,6,40.5,21,-6,9,-7.3,7,-7.4,14,5,1,"-28.6
"
"pit_2009_14",2009,14,"pit","6-7",10,11.5,14,9.4,10,29.8,16,-3.1,13,-3.3,15,-3.1,15,5,10,"-15.8
"
"hou_2009_14",2009,14,"hou","6-7",12,11,9,12.6,7,35.9,24,-15,18,0.7,16,-2,18,8,17,"-9.3
"
"ten_2009_14",2009,14,"ten","6-7",14,6.7,12,11.4,15,17.5,7,5.8,24,8.6,22,6.5,24,17.7,20,"-6.4
"
"atl_2009_14",2009,14,"atl","6-7",16,5,16,3.5,16,16.3,14,-1.5,22,5.9,23,7.8,26,22.9,6,"-16.9
"
"cin_2009_14",2009,14,"cin","9-4",18,3.8,18,1,12,24.3,13,-0.8,15,-1.7,14,-3.1,12,1.8,19,"-6.7
"
"was_2009_14",2009,14,"was","4-9",20,-5.3,19,-0.8,18,12.1,26,-16.4,14,-2.4,13,-3.7,19,10.4,7,"-16.7
"
"sf_2009_14",2009,14,"sf","6-7",22,-9.9,22,-7.5,21,-3.5,17,-3.7,5,-12.4,4,-12.8,8,-8.9,5,"-17.5
"
"sea_2009_14",2009,14,"sea","5-8",24,-17.8,24,-20.6,23,-11.2,30,-17.3,25,8.9,28,10.5,28,25.3,9,"-16.1
"
"buf_2009_14",2009,14,"buf","5-8",26,-22.9,27,-23.6,25,-17.1,23,-12.4,12,-3.6,11,-3.8,3,-16.8,32,"8.9
"
"tb_2009_14",2009,14,"tb","1-12",28,-24.1,30,-27.2,26,-19.4,27,-16.5,29,12.3,26,8.5,27,24.2,27,"2.1
"
"det_2009_14",2009,14,"det","2-11",30,-28.7,31,-27.9,31,-29.5,28,-16.8,30,15.5,31,16.3,32,32.4,21,"-6.1
"
"kc_2009_14",2009,14,"kc","3-10",32,-29.4,32,-31.2,28,-25,31,-22.9,27,9.2,27,8.9,21,11.8,31,"6.7
"
"no_2009_14",2009,14,"no","13-0",1,28.5,1,28,3,48.1,1,15.4,10,-6.5,12,-3.7,6,-11.6,25,"0.6
"
"ind_2009_14",2009,14,"ind","13-0",3,22.3,4,21.4,4,42.2,9,3.8,8,-7.6,8,-6.7,10,-4.3,14,"-12.3
"
"lac_2009_14",2009,14,"lac","10-3",5,19.3,3,24.2,1,62.5,29,-17.1,26,9,25,8,23,15.6,26,"1.4
"
"bal_2009_14",2009,14,"bal","7-6",7,13.6,13,11.3,14,22.8,3,14.2,6,-9.4,6,-8.3,11,-3.5,8,"-16.2
"
"ari_2009_14",2009,14,"ari","8-5",9,11.7,8,14.2,11,28.3,18,-3.8,7,-7.9,10,-5.2,9,-4.5,11,"-13.5
"
"nyg_2009_14",2009,14,"nyg","7-6",11,11.5,10,11.7,8,35.1,20,-6,16,-1.1,19,1.8,13,4.7,18,"-8.3
"
"phi_2009_14",2009,14,"phi","9-4",13,10.3,11,11.6,13,23.9,8,4.9,4,-13.4,5,-10.2,5,-13.4,12,"-13.3
"
"jax_2009_14",2009,14,"jax","7-6",15,5.8,15,5.3,20,10.7,6,6.9,23,8,24,7.9,30,30.1,3,"-19.8
"
"mia_2009_14",2009,14,"mia","7-6",17,4.8,17,3.5,19,11,5,7.4,21,3.3,21,3.7,17,7.4,23,"-2.0
"
"den_2009_14",2009,14,"den","8-5",19,0.6,20,-2.1,17,13.7,15,-1.7,3,-14.7,3,-12.8,2,-17.7,16,"-11.3
"
"car_2009_14",2009,14,"car","5-8",21,-9.8,21,-5.9,24,-13.4,10,2.7,11,-4.9,9,-6,7,-9.8,24,"0.6
"
"nyj_2009_14",2009,14,"nyj","7-6",23,-14,23,-14.4,27,-19.7,12,-0.4,1,-20.3,1,-20.2,1,-26.9,13,"-12.6
"
"chi_2009_14",2009,14,"chi","5-8",25,-22.1,26,-22.1,22,-11,32,-23.2,20,2.4,20,2.1,16,7.3,22,"-3.2
"
"cle_2009_14",2009,14,"cle","2-11",27,-23,25,-20.8,29,-27.9,22,-10.5,32,18.2,32,16.8,31,30.9,30,"5.4
"
"lar_2009_14",2009,14,"lar","1-12",29,-24.3,28,-24.7,30,-28.3,19,-6,31,15.8,30,14.1,29,26.9,29,"5.1
"
"oak_2009_14",2009,14,"oak","4-9",31,-28.8,29,-25.7,32,-30.7,25,-15.8,28,11.4,29,13.6,25,18.8,28,"4.9
"
"ne_2009_15",2009,15,"ne","9-5",2,25.9,3,23.4,2,50.8,5,7.3,18,-0.3,18,-0.1,21,11.2,8,"-15.0
"
"dal_2009_15",2009,15,"dal","9-5",4,21.9,5,20.9,5,41.7,2,13.4,15,-1.3,9,-5.6,14,5.3,14,"-11.0
"
"gb_2009_15",2009,15,"gb","9-5",6,17.3,6,19.1,8,36,11,1.6,5,-12.8,3,-12.2,8,-6.8,2,"-21.6
"
"nyg_2009_15",2009,15,"nyg","8-6",8,14.1,7,16.8,6,39.3,19,-4.9,13,-2.5,17,-0.4,12,1.5,18,"-7.7
"
"bal_2009_15",2009,15,"bal","8-6",10,12.4,14,9.8,12,23.8,3,10.5,3,-14.2,2,-14.3,6,-11.7,5,"-17.1
"
"hou_2009_15",2009,15,"hou","7-7",12,9.8,12,11.1,10,35.1,29,-17.8,19,-0.1,11,-3.6,16,8.1,13,"-11.2
"
"jax_2009_15",2009,15,"jax","7-7",14,6.8,15,6.3,18,11.7,4,8.8,26,9.5,26,10.4,31,33,3,"-20.4
"
"atl_2009_15",2009,15,"atl","7-7",16,5.3,16,4.1,15,18.6,18,-3.8,22,4.6,24,6.4,27,21.7,4,"-17.6
"
"mia_2009_15",2009,15,"mia","7-7",18,3.1,17,2.3,20,9,6,6.1,21,2.1,21,2.9,15,7.9,23,"-5.3
"
"was_2009_15",2009,15,"was","4-10",20,-6.1,20,-2.7,19,10.7,28,-16.5,17,-0.4,16,-0.4,22,12.5,11,"-14.6
"
"sf_2009_15",2009,15,"sf","6-8",22,-13,22,-10.8,22,-9.3,14,-1.9,6,-9.4,6,-8.2,9,-5.1,7,"-15.6
"
"sea_2009_15",2009,15,"sea","5-9",24,-18.4,26,-21.9,23,-14,26,-14.3,29,11.1,29,12.9,30,29.1,9,"-15.0
"
"tb_2009_15",2009,15,"tb","2-12",26,-21.5,29,-25,24,-15.6,27,-15.3,28,11.1,25,7.1,26,19.7,29,"3.4
"
"kc_2009_15",2009,15,"kc","3-11",28,-24.3,28,-24.6,25,-19,31,-19.8,27,10.4,27,10.9,20,9.9,32,"10.8
"
"lar_2009_15",2009,15,"lar","1-13",30,-26.7,30,-27,31,-31.9,22,-7.3,31,15.3,31,13.3,28,28.2,27,"2.2
"
"det_2009_15",2009,15,"det","2-12",32,-30.3,32,-29.6,32,-33.1,25,-13.7,30,13.8,30,13.2,29,29,21,"-6.0
"
"no_2009_15",2009,15,"no","13-1",1,27.3,1,26.7,4,44.3,1,15.7,9,-5.8,15,-2.5,7,-10.3,24,"0.2
"
"ind_2009_15",2009,15,"ind","14-0",3,23.1,4,23.2,3,44.4,8,2.7,10,-5,12,-3.5,11,-1.8,16,"-9.4
"
"lac_2009_15",2009,15,"lac","11-3",5,19.8,2,24.6,1,63.4,30,-18.6,24,7.6,23,6.4,23,13.4,26,"0.7
"
"pit_2009_15",2009,15,"pit","7-7",7,15.7,8,15.6,7,37.2,17,-3.4,16,-1.1,19,0,17,8.6,6,"-16.5
"
"phi_2009_15",2009,15,"phi","10-4",9,13.1,9,14.8,11,27.4,7,6,2,-15.4,5,-11.2,3,-17.8,12,"-11.9
"
"min_2009_15",2009,15,"min","11-3",11,11,10,11.6,9,36,21,-6.3,11,-4.9,10,-3.9,19,9.2,1,"-28.2
"
"ari_2009_15",2009,15,"ari","9-5",13,8.7,11,11.4,14,22.3,15,-2.2,7,-6.6,13,-3.4,10,-4,15,"-11.0
"
"ten_2009_15",2009,15,"ten","7-7",15,5.8,13,10.1,16,18.2,9,2.7,23,6.8,22,5.3,24,15.7,20,"-7.5
"
"cin_2009_15",2009,15,"cin","9-5",17,3.3,18,-0.2,13,23.2,13,-0.3,14,-2.2,14,-3.4,13,1.5,19,"-7.6
"
"den_2009_15",2009,15,"den","8-6",19,0,21,-3.3,17,15.7,20,-5.2,4,-13.8,4,-11.6,2,-18.3,17,"-8.7
"
"car_2009_15",2009,15,"car","6-8",21,-7.3,19,-2.2,21,-8.2,10,2.6,8,-6.6,7,-7.9,5,-12.7,25,"0.3
"
"nyj_2009_15",2009,15,"nyj","7-7",23,-15,24,-16.6,28,-21.9,12,-0.1,1,-21,1,-20.9,1,-26.4,10,"-14.9
"
"cle_2009_15",2009,15,"cle","3-11",25,-18.7,23,-13.7,29,-27.6,16,-3.1,32,21.1,32,21.4,32,34.3,31,"7.7
"
"buf_2009_15",2009,15,"buf","5-9",27,-23.7,27,-24,27,-19.7,23,-10.2,12,-4.9,8,-6.2,4,-17.4,30,"6.6
"
"oak_2009_15",2009,15,"oak","5-9",29,-25.8,25,-21.2,30,-28,24,-12.7,25,9.3,28,11.4,25,17.2,28,"2.4
"
"chi_2009_15",2009,15,"chi","5-9",31,-27.3,31,-27.9,26,-19.5,32,-24.9,20,2,20,2.6,18,8.8,22,"-5.7
"
"no_2009_16",2009,16,"no","13-2",2,28,2,27.1,3,43.8,1,17.2,10,-4.7,17,0.3,8,-9.9,26,"2.2
"
"lac_2009_16",2009,16,"lac","12-3",4,20.8,1,27.8,1,62.1,25,-13.2,23,6.9,22,4.9,19,9.9,29,"3.6
"
"gb_2009_16",2009,16,"gb","10-5",6,19.2,4,22.2,7,36.8,7,6,4,-15.1,2,-16.3,7,-11.6,2,"-20.1
"
"min_2009_16",2009,16,"min","11-4",8,12.7,10,13.1,6,37.1,16,-4.3,14,-2.7,16,-0.1,21,10.9,1,"-25.0
"
"nyg_2009_16",2009,16,"nyg","8-7",10,11.9,9,13.4,9,35.1,21,-6.3,20,2.2,24,7,15,7.2,22,"-3.7
"
"hou_2009_16",2009,16,"hou","8-7",12,9.7,11,11.9,10,34.8,30,-17.1,21,2.3,15,-0.4,20,10,16,"-8.6
"
"atl_2009_16",2009,16,"atl","8-7",14,6.5,16,4.2,15,20.2,15,-2.9,19,2,21,4.3,26,18.7,3,"-20.0
"
"jax_2009_16",2009,16,"jax","7-8",16,4.2,17,3.6,19,8.5,6,6.6,29,13.1,30,14.5,32,38.3,6,"-17.1
"
"cin_2009_16",2009,16,"cin","10-5",18,2.8,19,-1,12,23.8,13,-1.6,15,-2.4,12,-2.9,12,0.6,19,"-6.7
"
"car_2009_16",2009,16,"car","7-8",20,-2.6,15,5.8,21,-0.4,9,4.3,7,-8.5,5,-11.2,4,-15.2,23,"-0.7
"
"nyj_2009_16",2009,16,"nyj","8-7",22,-13.6,24,-14.3,28,-20.9,11,0.4,1,-22.2,1,-22.7,1,-27.4,8,"-16.2
"
"cle_2009_16",2009,16,"cle","4-11",24,-18.1,23,-12.9,29,-25.2,18,-4.9,32,18.5,32,17.9,29,29.5,31,"6.3
"
"sea_2009_16",2009,16,"sea","5-10",26,-20.6,29,-25.8,25,-17.6,27,-14.5,30,13.2,31,16,31,29.8,13,"-10.3
"
"kc_2009_16",2009,16,"kc","3-12",28,-23.4,27,-23.7,26,-18.6,31,-17.5,26,10.6,25,10.5,22,11.7,32,"9.6
"
"lar_2009_16",2009,16,"lar","1-14",30,-28.2,31,-28.8,32,-34.2,22,-8,31,15.8,29,13.6,28,28.2,28,"2.9
"
"det_2009_16",2009,16,"det","2-13",32,-30.9,32,-29.5,31,-33,28,-16,28,13,27,11.7,30,29.5,18,"-8.2
"
"ne_2009_16",2009,16,"ne","10-5",1,28,3,25.7,2,55.8,4,8,16,-2.1,13,-2.9,18,9,9,"-16.0
"
"dal_2009_16",2009,16,"dal","10-5",3,21.5,6,20.3,5,40.5,2,13.6,13,-2.9,8,-9.2,13,3.3,12,"-12.2
"
"ind_2009_16",2009,16,"ind","14-1",5,20.5,5,20.6,4,42.2,12,-0.6,11,-4.1,11,-3,11,-0.8,17,"-8.4
"
"pit_2009_16",2009,16,"pit","8-7",7,14.6,7,15,8,36.1,17,-4.6,12,-3.3,14,-2.4,14,5.8,7,"-16.8
"
"phi_2009_16",2009,16,"phi","11-4",9,12.6,8,14.5,11,28.2,8,4.3,2,-15.4,7,-9.8,3,-17,11,"-13.1
"
"bal_2009_16",2009,16,"bal","8-7",11,11.7,13,8.8,13,22.2,3,10.7,3,-15.2,3,-16.3,6,-12.7,4,"-18.1
"
"ari_2009_16",2009,16,"ari","10-5",13,8.3,12,10.2,14,21.2,14,-2,8,-6.6,10,-4,10,-5.2,15,"-9.1
"
"mia_2009_16",2009,16,"mia","7-8",15,4.9,18,3.5,18,11.3,5,6.8,22,3,20,3,17,8.4,21,"-3.7
"
"ten_2009_16",2009,16,"ten","7-8",17,4,14,7.1,17,12.9,10,3.8,27,11,26,11.3,25,18,25,"0.5
"
"den_2009_16",2009,16,"den","8-7",19,0.3,20,-2.9,16,16,19,-5.6,5,-12.4,6,-10.5,5,-14.4,14,"-10.2
"
"was_2009_16",2009,16,"was","4-11",21,-8.6,21,-4.8,20,5.7,29,-16.6,17,0.2,18,0.5,23,13.4,10,"-14.5
"
"sf_2009_16",2009,16,"sf","7-8",23,-13.9,22,-11.4,22,-9.2,20,-5.7,6,-11.1,4,-11.9,9,-6.6,5,"-17.7
"
"tb_2009_16",2009,16,"tb","3-12",25,-18.2,26,-23.1,23,-11.9,23,-11.9,25,10,23,4.9,24,17.9,27,"2.8
"
"chi_2009_16",2009,16,"chi","6-9",27,-22.4,25,-23,24,-13.3,32,-21,18,1.9,19,2.7,16,8.2,20,"-5.0
"
"buf_2009_16",2009,16,"buf","5-10",29,-24.9,30,-26.6,27,-19.8,24,-12.3,9,-5.3,9,-6.6,2,-17.2,30,"5.7
"
"oak_2009_16",2009,16,"oak","5-10",31,-28.4,28,-24.3,30,-31.6,26,-13.4,24,9,28,11.8,27,20.6,24,"-0.7
"
"no_2009_17",2009,17,"no","13-3",2,24.7,4,21.2,5,39.5,1,14.9,12,-4,18,1.3,9,-7.7,24,"0.8
"
"lac_2009_17",2009,17,"lac","13-3",4,19.8,1,26.4,1,59.2,28,-14.5,23,7.6,22,5.9,21,11.7,27,"2.8
"
"ind_2009_17",2009,17,"ind","14-2",6,17.2,7,14.3,6,38.2,18,-4,16,-0.9,20,2.5,13,2.3,18,"-4.7
"
"min_2009_17",2009,17,"min","12-4",8,13.2,8,14.3,4,40.6,19,-5.3,10,-5,13,-3.1,15,6.9,1,"-24.8
"
"hou_2009_17",2009,17,"hou","9-7",10,10.2,9,12.2,9,33.3,26,-13.9,18,0.1,10,-4.4,16,7.1,14,"-10.1
"
"nyg_2009_17",2009,17,"nyg","8-8",12,8.8,12,7.6,10,29.3,21,-6.4,21,4,24,10.2,19,10.9,19,"-4.4
"
"atl_2009_17",2009,17,"atl","9-7",14,5.6,17,2.3,13,18.6,12,-2,19,0.6,17,1,26,17.9,2,"-22.1
"
"mia_2009_17",2009,17,"mia","7-9",16,3.9,18,1.5,19,8.9,4,6.9,20,2.8,19,1.8,17,7.2,23,"-2.6
"
"den_2009_17",2009,17,"den","8-8",18,1.1,19,-2.5,16,16.9,20,-6.3,7,-8.6,9,-5,6,-13.1,21,"-3.5
"
"car_2009_17",2009,17,"car","8-8",20,-1.7,14,7.1,21,2.4,10,2.9,6,-11.9,3,-17.6,3,-19.6,22,"-3.2
"
"nyj_2009_17",2009,17,"nyj","9-7",22,-11.9,24,-11.8,28,-18.7,11,1.8,1,-25.6,1,-29.3,1,-33.2,6,"-17.0
"
"cle_2009_17",2009,17,"cle","5-11",24,-16.8,22,-9.3,29,-25.5,13,-2.3,32,18.3,32,17.4,30,30.5,31,"4.6
"
"tb_2009_17",2009,17,"tb","3-13",26,-19.4,29,-24.4,24,-12.6,29,-14.7,24,9.3,21,3.8,24,15.8,28,"3.4
"
"chi_2009_17",2009,17,"chi","7-9",28,-20.1,26,-19.4,23,-10.7,32,-19.1,22,4.1,23,6.2,23,12.7,17,"-5.5
"
"oak_2009_17",2009,17,"oak","5-11",30,-25.9,27,-19.8,30,-26,27,-14.1,25,9.4,27,12.2,27,18.6,26,"1.9
"
"lar_2009_17",2009,17,"lar","1-15",32,-30,32,-33.7,32,-36.1,24,-9.2,31,15.3,28,13,28,26.2,29,"3.8
"
"ne_2009_17",2009,17,"ne","10-6",1,26.7,2,23.4,2,52.8,5,6.8,14,-1.1,14,-2,18,8.3,10,"-13.1
"
"dal_2009_17",2009,17,"dal","11-5",3,21.8,5,21,3,42.2,3,13.3,11,-4.4,7,-11.3,11,0.6,12,"-12.4
"
"gb_2009_17",2009,17,"gb","11-5",5,19.4,3,23.2,7,37.1,6,6.1,2,-16.9,2,-18.9,5,-14.4,3,"-20.5
"
"pit_2009_17",2009,17,"pit","9-7",7,14.7,6,15.7,8,35,17,-3.6,13,-3.8,12,-3.4,14,4.7,7,"-16.5
"
"bal_2009_17",2009,17,"bal","9-7",9,12.9,10,10.7,12,20.7,2,14.3,4,-13.2,5,-12.3,8,-8.5,4,"-19.0
"
"phi_2009_17",2009,17,"phi","11-5",11,9.9,11,10.4,11,23.7,8,4.1,3,-14.3,8,-9.5,4,-15.1,11,"-13.1
"
"ari_2009_17",2009,17,"ari","10-6",13,6.8,13,7.2,14,18.5,14,-2.4,9,-5.8,11,-3.7,10,-4.2,15,"-8.3
"
"jax_2009_17",2009,17,"jax","7-9",15,4.2,16,2.7,18,10.1,7,4.7,29,12.9,29,13.2,32,38.1,9,"-14.6
"
"ten_2009_17",2009,17,"ten","8-8",17,3.6,15,6.3,17,12.8,9,3.1,27,11.2,26,11.6,25,17.5,25,"1.8
"
"cin_2009_17",2009,17,"cin","10-6",19,-0.6,21,-7.4,15,17.9,15,-2.6,17,-0.7,16,0.6,12,2.1,20,"-4.3
"
"was_2009_17",2009,17,"was","4-12",21,-8.3,20,-4.4,20,7.1,31,-17.3,15,-0.9,15,-1.9,20,11.5,8,"-15.5
"
"sf_2009_17",2009,17,"sf","8-8",23,-13.7,23,-10.4,22,-10.4,16,-3.5,5,-12.9,4,-14.7,7,-8.8,5,"-18.9
"
"kc_2009_17",2009,17,"kc","4-12",25,-18.7,25,-16.7,26,-17.4,23,-8.9,26,10.5,25,10.3,22,12.4,32,"8.8
"
"sea_2009_17",2009,17,"sea","5-11",27,-19.8,30,-25.4,27,-17.7,25,-12.4,28,11.9,30,14.4,29,29.5,13,"-11.4
"
"buf_2009_17",2009,17,"buf","6-10",29,-20.8,28,-20.7,25,-16,22,-8.3,8,-8.5,6,-11.9,2,-21.5,30,"4.1
"
"det_2009_17",2009,17,"det","2-14",31,-28.6,31,-26.1,31,-28.7,30,-16.3,30,14.7,31,14.9,31,31.4,16,"-7.0
"
"hou_2010_1",2010,1,"hou","1-0",2,51,2,51,15,17.7,1,72.7,28,29.5,28,29.5,26,35.9,20,"-6.3
"
"dal_2010_1",2010,1,"dal","0-1",4,35.3,4,35.3,5,51,3,35.2,15,-6.6,15,-6.6,11,0.1,15,"-16.8
"
"gb_2010_1",2010,1,"gb","1-0",6,30.2,6,30.2,10,38.3,7,20.2,21,9.7,21,9.7,12,0.2,31,"31.9
"
"no_2010_1",2010,1,"no","1-0",8,22.5,8,22.5,11,31.5,5,24.8,9,-13.2,9,-13.2,8,-17.1,19,"-9.4
"
"phi_2010_1",2010,1,"phi","0-1",10,15.6,10,15.6,22,8,2,44.8,25,19,25,19,22,25.3,25,"11.2
"
"mia_2010_1",2010,1,"mia","1-0",12,12.1,12,12.1,16,12.8,9,17.2,8,-21.8,8,-21.8,9,-14.8,7,"-34.9
"
"nyg_2010_1",2010,1,"nyg","1-0",14,3.1,14,3.1,8,39.9,23,-23.7,1,-61,1,-61,1,-73.3,5,"-39.9
"
"pit_2010_1",2010,1,"pit","1-0",16,1.7,16,1.7,18,10.1,11,5.3,14,-7,14,-7,13,1.6,14,"-19.2
"
"lac_2010_1",2010,1,"lac","0-1",18,-3.9,18,-3.9,12,24.8,21,-19.6,16,-5.2,16,-5.2,7,-20.1,22,"6.4
"
"was_2010_1",2010,1,"was","1-0",20,-5.6,20,-5.6,21,8.8,18,-14.1,29,33,29,33,27,37.3,30,"26.7
"
"tb_2010_1",2010,1,"tb","1-0",22,-7.7,22,-7.7,13,22.6,26,-39,13,-8.2,13,-8.2,14,1.7,10,"-25.0
"
"chi_2010_1",2010,1,"chi","1-0",24,-11.7,24,-11.7,14,20,28,-43.2,4,-38.7,4,-38.7,6,-25.1,2,"-57.7
"
"lar_2010_1",2010,1,"lar","0-1",26,-25.3,26,-25.3,28,-24.5,17,-11.2,12,-10.3,12,-10.3,10,-2.7,11,"-23.5
"
"det_2010_1",2010,1,"det","0-1",28,-34.7,28,-34.7,27,-18.1,30,-49.8,11,-10.3,11,-10.3,20,14.4,4,"-41.3
"
"oak_2010_1",2010,1,"oak","0-1",30,-55,30,-55,30,-60.8,12,1.5,27,28.6,27,28.6,30,46.2,28,"19.9
"
"car_2010_1",2010,1,"car","0-1",32,-66.2,32,-66.2,32,-82.1,27,-39.5,17,-1.4,17,-1.4,24,26.8,9,"-25.4
"
"ne_2010_1",2010,1,"ne","1-0",1,58.9,1,58.9,1,98.1,4,29.3,24,18.7,24,18.7,25,35,17,"-12.3
"
"jax_2010_1",2010,1,"jax","1-0",3,43.4,3,43.4,2,97.9,8,17.5,23,12,23,12,29,44.2,8,"-29.1
"
"ind_2010_1",2010,1,"ind","0-1",5,32,5,32,7,46.1,13,-3.5,31,45.7,31,45.7,19,12.3,32,"60.7
"
"ten_2010_1",2010,1,"ten","1-0",7,26.1,7,26.1,3,61.2,6,21.5,5,-25.1,5,-25.1,3,-47.1,23,"10.9
"
"cin_2010_1",2010,1,"cin","0-1",9,20.7,9,20.7,9,39.4,16,-6.4,32,56.4,32,56.4,32,80.8,29,"23.1
"
"den_2010_1",2010,1,"den","0-1",11,12.4,11,12.4,4,57.4,24,-27,30,37.3,30,37.3,31,78.1,26,"11.2
"
"sea_2010_1",2010,1,"sea","1-0",13,6.8,13,6.8,6,46.3,29,-44.3,2,-46.5,2,-46.5,4,-44.6,3,"-49.7
"
"kc_2010_1",2010,1,"kc","1-0",15,3.1,15,3.1,26,-11.1,10,14,19,7.2,19,7.2,23,25.6,13,"-22.7
"
"atl_2010_1",2010,1,"atl","0-1",17,-1.2,17,-1.2,19,9.5,19,-16,18,1.4,18,1.4,15,2.5,21,"0.5
"
"cle_2010_1",2010,1,"cle","0-1",19,-4.9,19,-4.9,17,10.5,22,-20.6,10,-13.2,10,-13.2,18,11.7,6,"-39.6
"
"min_2010_1",2010,1,"min","0-1",21,-6.4,21,-6.4,25,-8,14,-4.9,26,20.5,26,20.5,21,22.5,27,"17.7
"
"ari_2010_1",2010,1,"ari","1-0",23,-8.9,23,-8.9,23,1.6,20,-19.2,7,-24.3,7,-24.3,5,-28.5,16,"-14.9
"
"buf_2010_1",2010,1,"buf","0-1",25,-23.4,25,-23.4,24,-6.4,25,-32.3,20,7.8,20,7.8,16,3.8,24,"10.9
"
"bal_2010_1",2010,1,"bal","1-0",27,-26.7,27,-26.7,20,9.3,32,-60.8,3,-39.4,3,-39.4,2,-64.4,18,"-10.4
"
"nyj_2010_1",2010,1,"nyj","0-1",29,-45.8,29,-45.8,31,-63.9,15,-5.7,6,-24.5,6,-24.5,17,4.7,1,"-60.4
"
"sf_2010_1",2010,1,"sf","0-1",31,-62.3,31,-62.3,29,-54,31,-52.4,22,11.2,22,11.2,28,37.5,12,"-22.9
"
"ind_2010_2",2010,2,"ind","1-1",2,35.6,2,35.6,3,65.1,13,1.2,26,17.1,26,17.1,9,-12.7,32,"37.3
"
"ne_2010_2",2010,2,"ne","1-1",4,35.1,4,35.1,4,63.5,9,6,29,27.7,29,27.7,26,46.6,21,"-2.5
"
"atl_2010_2",2010,2,"atl","1-1",6,25.2,6,25.2,11,36.2,3,13.1,7,-19.4,7,-19.4,2,-41.4,26,"10.0
"
"no_2010_2",2010,2,"no","2-0",8,18.5,8,18.5,8,50.6,24,-18,20,8,20,8,12,-1.4,30,"19.3
"
"dal_2010_2",2010,2,"dal","0-2",10,15.5,10,15.5,12,35.5,7,6.7,19,7,19,7,25,26.4,8,"-25.3
"
"nyj_2010_2",2010,2,"nyj","1-1",12,13.7,12,13.7,13,26.5,4,8.4,10,-13.5,10,-13.5,17,8.3,2,"-42.7
"
"mia_2010_2",2010,2,"mia","2-0",14,4.8,14,4.8,16,19.9,14,-2.3,5,-23,5,-23,4,-36.2,19,"-6.8
"
