team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa,unique_team_id,home_matchup_id,pf,pa,overall_performance,offense,pass,pass_blocking,receiving,rushing,run_blocking,defense,rush_defense,tackling,pass_rush,coverage,fav_homeoraway,team_favorite_id,fav_cover,spread_favorite,over_under_line,starting_spread,Total Score Open,spread_movement,precip,dome,temperature,wind_mph,ou_movement,strong_movement,fav_team_stronger,fav_spread,ats_w,ats_l
bal_2019_1,2019,bal,1,mia,,,,,,,,,bal_2019_1,miavsbal_2019_1,,,,,,,,,,,,,,,1.0,bal,cover,-7.0,40.5,-5.0,37.5,-2.0,0.0,0.0,89.0,7.0,3.0,0,1,-7.0,0.0,1.0
bal_2019_3,2019,bal,3,kc,0.6699999999999999,0.76,0.74,0.765,0.5599999999999999,0.45000000000000007,0.53,0.585,bal_2019_3,kcvsbal_2019_3,41.0,13.5,83.9,81.8,84.9,80.4,78.65,68.3,64.8,72.75,84.25,66.75,67.2,64.75,0.0,kc,push,-5.0,52.0,-7.0,54.5,2.0,1.0,0.0,69.0,3.0,-2.5,0,0,-5.0,0.0,0.0
bal_2019_4,2019,bal,4,cle,0.6366666666666666,0.7833333333333333,0.7033333333333333,0.8333333333333334,0.5099999999999999,0.4000000000000001,0.47666666666666674,0.5566666666666666,bal_2019_4,balvscle_2019_4,36.666666666666664,20.0,76.93333333333334,77.60000000000001,67.3,82.36666666666666,73.23333333333333,74.2,70.16666666666667,65.33333333333333,76.8,64.7,63.0,59.26666666666667,0.0,bal,no cover,-7.0,47.5,-5.5,46.5,-1.5,0.0,0.0,82.0,5.0,1.0,0,1,-7.0,0.0,1.0
bal_2019_5,2019,bal,5,pit,0.45999999999999996,0.6866666666666666,0.5566666666666666,0.8133333333333334,0.37999999999999995,0.31666666666666665,0.35000000000000003,0.5533333333333333,bal_2019_5,pitvsbal_2019_5,25.333333333333332,30.0,68.2,73.76666666666667,64.03333333333333,83.86666666666666,65.83333333333333,70.43333333333334,73.60000000000001,54.5,62.5,56.76666666666667,57.699999999999996,52.699999999999996,1.0,bal,push,-3.0,44.0,-4.0,42.5,1.0,1.0,0.0,68.0,3.0,1.5,0,0,-3.0,0.0,0.0
bal_2019_6,2019,bal,6,cin,0.4533333333333333,0.64,0.49,0.79,0.42,0.3633333333333333,0.30333333333333334,0.5533333333333333,bal_2019_6,balvscin_2019_6,26.333333333333332,32.0,66.23333333333333,68.73333333333333,55.23333333333333,77.86666666666667,65.39999999999999,69.89999999999999,67.56666666666668,57.300000000000004,57.333333333333336,56.06666666666666,54.6,62.166666666666664,0.0,bal,no cover,-10.5,46.5,-12.0,47.5,1.5,0.0,0.0,61.0,3.0,-1.0,0,0,-10.5,0.0,1.0
bal_2019_7,2019,bal,7,sea,0.41333333333333333,0.59,0.47333333333333333,0.73,0.4566666666666667,0.38666666666666666,0.38000000000000006,0.4833333333333334,bal_2019_7,seavsbal_2019_7,24.666666666666668,26.666666666666668,70.43333333333332,71.10000000000001,68.43333333333334,75.3,67.06666666666668,71.3,60.13333333333335,63.46666666666667,64.33333333333333,56.5,58.23333333333333,66.53333333333333,0.0,sea,no cover,-3.0,48.5,-3.5,50.0,0.5,1.0,0.0,49.0,6.0,-1.5,0,0,-3.0,0.0,1.0
bal_2019_9,2019,bal,9,ne,0.5266666666666667,0.6233333333333334,0.5233333333333333,0.7433333333333333,0.5833333333333334,0.48666666666666664,0.4666666666666666,0.4633333333333333,bal_2019_9,balvsne_2019_9,26.333333333333332,18.666666666666668,71.7,68.2,69.5,75.36666666666666,62.366666666666674,76.0,54.333333333333336,69.96666666666665,72.03333333333335,57.300000000000004,61.199999999999996,71.23333333333333,1.0,ne,no cover,-3.0,44.5,-3.5,44.5,0.5,0.0,0.0,45.0,0.0,0.0,0,0,-3.0,1.0,0.0
bal_2019_10,2019,bal,10,cin,0.5733333333333334,0.7333333333333334,0.6833333333333332,0.7833333333333333,0.5666666666666667,0.4766666666666666,0.4466666666666666,0.39666666666666667,bal_2019_10,cinvsbal_2019_10,30.0,17.666666666666668,70.3,71.10000000000001,73.76666666666665,74.9,61.76666666666667,75.93333333333332,61.06666666666667,66.33333333333333,62.96666666666667,63.23333333333333,62.166666666666664,67.83333333333333,1.0,bal,cover,-10.5,44.0,-10.0,46.5,-0.5,0.0,0.0,56.0,5.0,-2.5,0,1,-10.5,0.0,1.0
bal_2019_11,2019,bal,11,hou,0.66,0.7933333333333333,0.7999999999999999,0.7600000000000001,0.59,0.5433333333333333,0.3633333333333333,0.4466666666666666,bal_2019_11,balvshou_2019_11,38.666666666666664,16.333333333333332,75.23333333333333,75.96666666666667,80.66666666666667,74.93333333333334,68.5,69.66666666666667,62.9,69.8,58.333333333333336,62.23333333333333,60.23333333333334,76.43333333333334,0.0,bal,cover,-4.5,51.0,-5.0,50.0,0.5,0.0,0.0,42.0,8.0,1.0,0,0,-4.5,1.0,0.0
bal_2019_12,2019,bal,12,lar,0.7166666666666668,0.8466666666666667,0.87,0.7799999999999999,0.62,0.59,0.3233333333333333,0.42333333333333334,bal_2019_12,larvsbal_2019_12,42.333333333333336,13.333333333333334,77.66666666666667,80.23333333333333,78.73333333333333,78.46666666666667,74.60000000000001,68.26666666666667,69.93333333333334,68.96666666666665,58.93333333333334,67.53333333333335,59.43333333333334,74.93333333333334,1.0,bal,cover,-3.5,47.0,-2.5,49.0,-1.0,0.0,0.0,64.0,3.0,-2.0,0,1,-3.5,0.0,1.0
bal_2019_13,2019,bal,13,sf,0.8366666666666666,0.8666666666666667,0.89,0.7866666666666666,0.7299999999999999,0.6733333333333333,0.3933333333333333,0.4666666666666666,bal_2019_13,balvssf_2019_13,45.0,8.666666666666666,84.13333333333333,84.23333333333333,83.96666666666665,74.86666666666666,76.33333333333333,73.33333333333333,72.33333333333333,72.86666666666667,67.39999999999999,67.46666666666668,62.26666666666667,75.10000000000001,0.0,bal,no cover,-5.5,45.0,-4.5,46.0,-1.0,1.0,0.0,38.0,9.0,-1.0,0,1,-5.5,0.0,1.0
bal_2019_14,2019,bal,14,buf,0.7966666666666667,0.82,0.7833333333333332,0.81,0.7033333333333333,0.6366666666666666,0.3833333333333333,0.5066666666666667,bal_2019_14,bufvsbal_2019_14,35.333333333333336,10.0,76.13333333333334,74.63333333333334,71.3,76.99999999999999,66.03333333333335,69.89999999999999,71.73333333333333,66.8,62.96666666666666,65.0,63.66666666666668,66.96666666666668,1.0,bal,cover,-6.0,44.0,-6.0,43.5,0.0,0.0,0.0,34.0,18.0,0.5,0,0,-6.0,0.0,1.0
bal_2019_15,2019,bal,15,nyj,0.7466666666666667,0.7433333333333333,0.6933333333333334,0.7633333333333333,0.7033333333333333,0.6133333333333334,0.4366666666666666,0.5266666666666667,bal_2019_15,balvsnyj_2019_15,29.666666666666668,13.333333333333334,75.83333333333333,71.49999999999999,64.8,71.89999999999999,64.73333333333333,69.03333333333333,69.16666666666667,70.1,66.8,58.70000000000001,67.13333333333334,68.93333333333334,0.0,bal,cover,-17.0,44.0,-14.5,44.5,-2.5,0.0,0.0,33.0,3.0,-0.5,0,1,-17.0,1.0,0.0
bal_2019_16,2019,bal,16,cle,0.6233333333333334,0.7666666666666666,0.6966666666666667,0.7800000000000001,0.59,0.52,0.3833333333333333,0.38333333333333336,bal_2019_16,clevsbal_2019_16,28.666666666666668,18.333333333333332,75.96666666666668,72.26666666666667,64.89999999999999,80.10000000000001,67.23333333333333,67.46666666666665,67.06666666666668,71.10000000000001,69.89999999999999,53.93333333333334,70.43333333333334,66.66666666666667,1.0,bal,cover,-10.0,49.0,-9.5,49.0,-0.5,0.0,0.0,44.0,7.0,0.0,0,1,-10.0,0.0,1.0
bal_2019_17,2019,bal,17,pit,0.6666666666666666,0.8099999999999999,0.7600000000000001,0.7766666666666667,0.6133333333333333,0.5000000000000001,0.4733333333333332,0.3633333333333333,bal_2019_17,balvspit_2019_17,32.333333333333336,17.666666666666668,79.86666666666666,79.46666666666665,72.39999999999999,81.83333333333333,70.06666666666668,70.10000000000001,75.93333333333335,70.53333333333333,74.8,56.866666666666674,65.26666666666667,66.56666666666666,1.0,pit,no cover,-1.0,35.0,-1.0,40.0,2.0,1.0,0.0,46.0,7.0,-5.0,0,0,-1.0,1.0,0.0
bal_2020_1,2020,bal,1,cle,,,,,,,,,bal_2020_1,balvscle_2020_1,,,,,,,,,,,,,,,0.0,bal,cover,-7.0,47.5,-8.5,48.5,1.5,0.0,0.0,75.0,5.0,-1.0,0,0,-7.0,1.0,0.0
bal_2020_2,2020,bal,2,hou,0.78,0.78,1.0,0.34,0.7,0.51,0.68,0.62,bal_2020_2,houvsbal_2020_2,38.0,6.0,74.6,82.4,88.2,67.9,84.1,62.6,57.5,55.4,51.1,43.7,59.5,58.2,1.0,bal,cover,-7.0,49.0,-6.5,53.0,-0.5,1.0,0.0,74.0,15.0,-4.0,0,1,-7.0,0.0,1.0
bal_2020_3,2020,bal,3,kc,0.645,0.665,0.79,0.52,0.615,0.47,0.6100000000000001,0.5800000000000001,bal_2020_3,balvskc_2020_3,35.5,11.0,74.9,78.35,76.15,75.85,76.65,64.3,63.8,61.5,62.400000000000006,57.85,61.35,61.05,0.0,bal,no cover,-3.0,54.0,-3.0,52.5,0.0,0.0,0.0,72.0,8.0,1.5,0,0,-3.0,0.0,1.0
bal_2020_4,2020,bal,4,was,0.52,0.5333333333333333,0.6633333333333333,0.6166666666666667,0.49666666666666665,0.37000000000000005,0.6233333333333334,0.6666666666666666,bal_2020_4,wasvsbal_2020_4,30.333333333333332,18.666666666666668,70.23333333333333,74.03333333333335,71.13333333333334,78.46666666666667,66.10000000000001,72.46666666666665,69.83333333333333,57.76666666666667,67.89999999999999,54.666666666666664,57.833333333333336,54.6,1.0,bal,push,-14.0,45.0,-13.0,47.0,-1.0,0.0,0.0,66.0,4.0,-2.0,0,1,-14.0,0.0,0.0
bal_2020_5,2020,bal,5,cin,0.43333333333333335,0.51,0.5866666666666667,0.7566666666666667,0.3766666666666667,0.3,0.5399999999999999,0.6699999999999999,bal_2020_5,balvscin_2020_5,28.0,22.333333333333332,69.10000000000001,71.96666666666667,69.43333333333334,80.73333333333333,62.53333333333334,72.93333333333334,72.86666666666666,59.599999999999994,70.9,62.699999999999996,56.300000000000004,55.9,0.0,bal,cover,-11.0,50.5,-13.5,51.0,2.5,1.0,0.0,69.0,5.0,-0.5,0,0,-11.0,1.0,0.0
bal_2020_6,2020,bal,6,phi,0.47000000000000003,0.47333333333333333,0.5766666666666668,0.7366666666666667,0.47000000000000003,0.37000000000000005,0.5666666666666668,0.6733333333333333,bal_2020_6,phivsbal_2020_6,26.0,18.0,69.76666666666667,69.00000000000001,64.33333333333333,78.66666666666667,61.06666666666666,70.39999999999999,73.86666666666666,63.73333333333333,72.96666666666667,62.96666666666666,60.53333333333334,57.9,1.0,bal,no cover,-10.0,46.5,-7.0,47.5,-3.0,0.0,0.0,64.0,7.0,-1.0,1,1,-10.0,1.0,0.0
bal_2020_8,2020,bal,8,pit,0.5499999999999999,0.5533333333333333,0.6566666666666667,0.6766666666666667,0.5366666666666667,0.44333333333333336,0.5066666666666667,0.64,bal_2020_8,balvspit_2020_8,29.333333333333332,16.0,72.93333333333334,69.73333333333333,69.8,78.0,67.43333333333334,63.96666666666666,64.46666666666665,67.53333333333332,62.43333333333334,61.93333333333333,66.33333333333333,65.10000000000001,0.0,bal,no cover,-4.0,46.0,-5.5,49.0,1.5,1.0,0.0,51.0,10.0,-3.0,0,0,-4.0,0.0,1.0
bal_2020_9,2020,bal,9,ind,0.5066666666666667,0.48,0.5633333333333334,0.6566666666666666,0.5433333333333333,0.45,0.5233333333333333,0.63,bal_2020_9,indvsbal_2020_9,27.0,19.666666666666668,71.39999999999999,65.8,59.63333333333333,72.83333333333333,63.133333333333326,63.06666666666666,66.7,68.3,62.93333333333334,54.5,70.73333333333333,64.46666666666665,1.0,bal,cover,-1.0,48.0,-2.5,45.5,1.5,0.0,1.0,70.0,0.0,2.5,0,0,-1.0,0.0,1.0
bal_2020_10,2020,bal,10,ne,0.4566666666666667,0.5,0.6133333333333333,0.5933333333333334,0.4466666666666667,0.3833333333333333,0.47,0.6233333333333333,bal_2020_10,nevsbal_2020_10,26.0,22.0,67.56666666666668,64.73333333333333,66.86666666666667,72.2,65.10000000000001,59.36666666666665,59.63333333333333,63.06666666666666,58.06666666666666,48.76666666666667,61.23333333333334,65.16666666666667,1.0,bal,no cover,-7.0,43.5,-6.5,41.0,-0.5,1.0,0.0,50.0,12.0,2.5,0,1,-7.0,1.0,0.0
bal_2020_11,2020,bal,11,ten,0.38666666666666666,0.49,0.6333333333333333,0.49333333333333335,0.3666666666666667,0.2966666666666667,0.43,0.5766666666666667,bal_2020_11,balvsten_2020_11,21.666666666666668,20.333333333333332,62.300000000000004,63.300000000000004,58.166666666666664,63.5,65.56666666666666,62.133333333333326,60.4,56.333333333333336,55.06666666666666,56.93333333333334,60.93333333333334,60.26666666666666,0.0,bal,no cover,-6.0,50.0,-6.5,49.0,0.5,1.0,0.0,51.0,7.0,1.0,0,0,-6.0,0.0,1.0
bal_2020_12,2020,bal,12,pit,0.38666666666666666,0.47333333333333333,0.6699999999999999,0.45999999999999996,0.3833333333333333,0.31,0.4033333333333333,0.5766666666666667,bal_2020_12,pitvsbal_2020_12,21.666666666666668,21.0,59.43333333333334,64.53333333333333,64.56666666666668,68.66666666666667,66.93333333333334,63.5,57.76666666666667,50.166666666666664,47.86666666666667,54.23333333333333,62.73333333333333,53.26666666666667,0.0,pit,push,-5.0,44.5,-3.5,46.0,-1.5,0.0,0.0,37.0,5.0,-1.5,0,1,-5.0,0.0,0.0
bal_2020_13,2020,bal,13,dal,0.3433333333333333,0.41333333333333333,0.58,0.49666666666666676,0.35000000000000003,0.2966666666666667,0.36000000000000004,0.6166666666666667,bal_2020_13,balvsdal_2020_13,18.333333333333332,24.0,58.43333333333334,59.599999999999994,50.93333333333334,56.03333333333334,61.5,70.09999999999998,57.96666666666666,53.666666666666664,45.79999999999999,56.06666666666666,64.76666666666667,57.6,0.0,bal,cover,-8.5,45.5,-7.5,45.0,-1.0,0.0,0.0,37.0,11.0,0.5,0,1,-8.5,1.0,0.0
bal_2020_14,2020,bal,14,cle,0.39666666666666667,0.47333333333333333,0.5499999999999999,0.6666666666666666,0.41333333333333333,0.36000000000000004,0.41333333333333333,0.5466666666666666,bal_2020_14,clevsbal_2020_14,24.0,22.0,63.06666666666667,62.0,56.6,62.20000000000001,59.73333333333333,69.46666666666665,61.03333333333333,61.86666666666667,57.93333333333334,51.93333333333333,66.73333333333333,58.30000000000001,1.0,bal,cover,-3.0,45.5,-1.0,48.0,-2.0,0.0,0.0,34.0,12.0,-2.5,0,1,-3.0,0.0,1.0
bal_2020_15,2020,bal,15,jax,0.4566666666666667,0.5866666666666668,0.6166666666666667,0.7399999999999999,0.3933333333333333,0.3666666666666667,0.35000000000000003,0.5533333333333333,bal_2020_15,balvsjax_2020_15,31.666666666666668,26.0,67.36666666666667,62.1,57.93333333333334,54.73333333333333,57.800000000000004,72.93333333333332,61.4,68.63333333333333,62.5,59.4,62.466666666666676,69.76666666666667,0.0,bal,cover,-12.5,49.0,-13.0,46.0,0.5,0.0,0.0,41.0,7.0,3.0,0,0,-12.5,1.0,0.0
bal_2020_16,2020,bal,16,nyg,0.51,0.7033333333333335,0.7400000000000001,0.7533333333333333,0.37666666666666665,0.31666666666666665,0.4466666666666666,0.5266666666666667,bal_2020_16,balvsnyg_2020_16,40.333333333333336,24.333333333333332,72.93333333333334,71.33333333333333,71.80000000000001,70.33333333333333,63.800000000000004,75.3,64.1,69.66666666666667,68.16666666666667,56.86666666666665,67.36666666666667,65.86666666666666,0.0,bal,cover,-9.5,43.5,-12.5,45.0,3.0,0.0,0.0,34.0,3.0,-1.5,1,0,-9.5,1.0,0.0
bal_2020_17,2020,bal,17,cin,0.5333333333333333,0.73,0.7866666666666667,0.73,0.3466666666666667,0.32,0.38999999999999996,0.6033333333333334,bal_2020_17,cinvsbal_2020_17,38.0,23.0,74.73333333333333,73.0,74.7,68.23333333333333,66.06666666666668,77.3,62.36666666666667,68.96666666666667,65.73333333333333,60.29999999999999,64.43333333333335,69.33333333333333,1.0,bal,cover,-13.5,45.0,-11.5,44.0,-2.0,0.0,0.0,38.0,8.0,1.0,0,1,-13.5,0.0,1.0
bal_2021_1,2021,bal,1,lv,,,,,,,,,bal_2021_1,lvvsbal_2021_1,,,,,,,,,,,,,,,1.0,bal,no cover,-4.5,51.0,-4.5,51.0,0.0,0.0,1.0,70.0,0.0,0.0,0,0,-4.5,1.0,0.0
bal_2021_2,2021,bal,2,kc,0.46,0.55,0.65,0.57,0.3,0.26,0.33,0.58,bal_2021_2,balvskc_2021_2,27.0,33.0,68.3,64.6,65.4,30.3,66.9,63.4,65.8,65.8,64.0,46.8,69.5,59.8,1.0,kc,no cover,-4.0,55.5,-4.0,55.5,0.0,0.0,0.0,72.0,4.0,0.0,0,0,-4.0,1.0,0.0
bal_2021_3,2021,bal,3,det,0.53,0.655,0.71,0.6799999999999999,0.29000000000000004,0.20500000000000002,0.49,0.55,bal_2021_3,detvsbal_2021_3,31.5,34.0,68.8,71.44999999999999,62.0,51.9,69.5,70.45,71.0,58.65,64.9,46.849999999999994,64.5,51.599999999999994,1.0,bal,no cover,-7.5,51.0,-9.5,49.5,2.0,0.0,1.0,70.0,0.0,1.5,0,0,-7.5,1.0,0.0
bal_2021_4,2021,bal,4,den,0.5233333333333333,0.63,0.7033333333333333,0.6166666666666667,0.30333333333333334,0.21666666666666667,0.46,0.58,bal_2021_4,denvsbal_2021_4,27.333333333333332,28.333333333333332,71.39999999999999,74.10000000000001,70.0,52.1,69.26666666666667,71.16666666666667,73.39999999999999,58.73333333333333,62.9,46.699999999999996,65.39999999999999,51.699999999999996,0.0,den,no cover,-1.0,44.0,-1.0,45.0,0.0,0.0,0.0,76.0,3.0,-1.0,0,0,-1.0,0.0,1.0
bal_2021_5,2021,bal,5,ind,0.62,0.68,0.75,0.63,0.39000000000000007,0.29333333333333333,0.42,0.5666666666666668,bal_2021_5,balvsind_2021_5,26.0,19.666666666666668,75.69999999999999,78.56666666666666,75.36666666666666,63.53333333333333,73.06666666666666,72.0,71.3,60.166666666666664,59.699999999999996,45.699999999999996,67.16666666666667,54.79999999999999,0.0,bal,no cover,-7.5,46.5,-7.0,48.0,-0.5,0.0,0.0,67.0,4.0,-1.5,0,1,-7.5,0.0,1.0
bal_2021_6,2021,bal,6,lac,0.5866666666666666,0.6966666666666667,0.8066666666666666,0.4566666666666667,0.3333333333333334,0.26,0.3133333333333334,0.54,bal_2021_6,balvslac_2021_6,24.333333333333332,16.333333333333332,75.73333333333333,79.06666666666666,86.06666666666666,63.333333333333336,74.16666666666667,61.06666666666666,69.66666666666667,59.26666666666666,51.5,51.833333333333336,68.0,58.333333333333336,0.0,bal,cover,-3.0,51.0,-3.5,50.0,0.5,0.0,0.0,62.0,13.0,1.0,0,0,-3.0,1.0,0.0
bal_2021_7,2021,bal,7,cin,0.6633333333333332,0.7033333333333333,0.7566666666666667,0.5499999999999999,0.42333333333333334,0.32,0.39333333333333337,0.5566666666666666,bal_2021_7,balvscin_2021_7,29.333333333333332,12.666666666666666,77.96666666666667,78.86666666666667,77.89999999999999,67.60000000000001,73.13333333333333,65.23333333333333,69.66666666666667,63.29999999999999,53.833333333333336,61.666666666666664,66.56666666666668,64.60000000000001,0.0,bal,no cover,-6.5,46.0,-6.5,47.5,0.0,0.0,0.0,61.0,6.0,-1.5,0,0,-6.5,0.0,1.0
bal_2021_9,2021,bal,9,min,0.5433333333333333,0.65,0.7033333333333335,0.5633333333333334,0.30666666666666664,0.21333333333333335,0.44333333333333336,0.5599999999999999,bal_2021_9,balvsmin_2021_9,27.333333333333332,24.0,73.76666666666667,75.26666666666667,70.39999999999999,71.16666666666667,68.8,67.3,68.93333333333334,60.333333333333336,54.43333333333334,56.76666666666666,64.46666666666667,61.03333333333333,0.0,bal,no cover,-7.0,51.0,-6.0,50.0,-1.0,0.0,0.0,53.0,6.0,1.0,0,1,-7.0,0.0,1.0
bal_2021_10,2021,bal,10,mia,0.5566666666666666,0.6133333333333334,0.6266666666666667,0.7166666666666667,0.38666666666666666,0.26666666666666666,0.4833333333333334,0.5033333333333333,bal_2021_10,miavsbal_2021_10,28.333333333333332,26.0,73.06666666666666,72.63333333333334,60.5,67.73333333333333,65.73333333333333,74.93333333333334,70.8,62.73333333333333,56.06666666666667,60.53333333333333,62.366666666666674,64.56666666666666,1.0,bal,no cover,-8.5,47.0,-7.5,47.5,-1.0,0.0,0.0,76.0,6.0,-0.5,0,1,-8.5,1.0,0.0
bal_2021_11,2021,bal,11,chi,0.44333333333333336,0.5633333333333334,0.6433333333333332,0.63,0.31666666666666665,0.2333333333333333,0.4000000000000001,0.41,bal_2021_11,chivsbal_2021_11,20.333333333333332,31.333333333333332,69.16666666666667,66.4,57.06666666666666,71.43333333333332,63.63333333333333,70.03333333333332,61.9,66.43333333333332,58.800000000000004,59.93333333333333,68.10000000000001,65.6,1.0,bal,cover,-1.0,40.5,-6.0,45.0,5.0,0.0,0.0,46.0,10.0,-4.5,1,0,-1.0,0.0,1.0
bal_2021_12,2021,bal,12,cle,0.45999999999999996,0.5599999999999999,0.6433333333333333,0.5933333333333334,0.3466666666666667,0.26,0.3966666666666667,0.41,bal_2021_12,balvscle_2021_12,20.0,22.0,66.73333333333333,63.6,56.36666666666667,63.800000000000004,62.03333333333333,63.06666666666667,63.833333333333336,64.56666666666665,62.6,74.2,70.73333333333333,58.83333333333332,0.0,bal,cover,-3.0,47.5,-4.5,46.5,1.5,0.0,0.0,44.0,4.0,1.0,0,0,-3.0,1.0,0.0
bal_2021_13,2021,bal,13,pit,0.4433333333333333,0.4566666666666667,0.57,0.5266666666666667,0.3933333333333333,0.29333333333333333,0.4733333333333334,0.5466666666666667,bal_2021_13,pitvsbal_2021_13,14.0,15.0,65.46666666666665,60.0,47.800000000000004,67.93333333333334,62.23333333333333,60.666666666666664,59.0,67.0,67.63333333333334,74.73333333333333,74.23333333333333,57.23333333333333,1.0,bal,no cover,-4.0,44.0,-3.0,44.5,-1.0,0.0,0.0,50.0,4.0,-0.5,0,1,-4.0,1.0,0.0
bal_2021_14,2021,bal,14,cle,0.4333333333333333,0.48,0.6000000000000001,0.53,0.33666666666666667,0.22666666666666668,0.48,0.5966666666666667,bal_2021_14,clevsbal_2021_14,17.0,14.333333333333334,60.06666666666666,58.63333333333333,42.56666666666666,63.56666666666666,62.93333333333334,60.76666666666667,61.86666666666667,57.166666666666664,62.0,65.36666666666667,65.03333333333335,50.133333333333326,0.0,cle,no cover,-3.0,44.0,-1.0,43.5,-2.0,0.0,0.0,45.0,14.0,0.5,0,1,-3.0,0.0,1.0
bal_2021_15,2021,bal,15,gb,0.48,0.52,0.63,0.5233333333333333,0.3466666666666667,0.20666666666666667,0.5566666666666668,0.6466666666666666,bal_2021_15,balvsgb_2021_15,19.0,18.0,62.866666666666674,61.4,43.96666666666666,70.60000000000001,63.6,66.73333333333333,63.800000000000004,61.23333333333333,59.83333333333334,62.666666666666664,55.86666666666667,62.9,1.0,gb,no cover,-9.0,45.5,-6.5,43.0,-2.5,0.0,0.0,42.0,14.0,2.5,0,1,-9.0,1.0,0.0
bal_2021_16,2021,bal,16,cin,0.48666666666666664,0.6166666666666667,0.7166666666666667,0.5566666666666666,0.25666666666666665,0.16,0.45,0.6233333333333333,bal_2021_16,cinvsbal_2021_16,23.666666666666668,25.0,63.53333333333334,64.39999999999999,56.0,72.26666666666667,61.23333333333334,74.16666666666667,63.166666666666664,57.36666666666665,61.5,53.300000000000004,54.199999999999996,56.86666666666665,0.0,cin,cover,-7.5,43.5,-2.5,43.5,-5.0,1.0,0.0,48.0,1.0,0.0,1,1,-7.5,1.0,0.0
bal_2021_17,2021,bal,17,lar,0.4466666666666666,0.6433333333333333,0.7566666666666667,0.45333333333333337,0.18666666666666665,0.12,0.46,0.5633333333333334,bal_2021_17,balvslar_2021_17,24.333333333333332,32.0,67.0,69.76666666666667,67.93333333333334,71.66666666666667,65.96666666666668,65.03333333333333,64.8,58.53333333333333,69.26666666666667,59.63333333333333,59.36666666666667,51.66666666666666,1.0,lar,no cover,-7.0,46.5,-3.0,45.5,-4.0,1.0,0.0,61.0,6.0,1.0,1,1,-7.0,1.0,0.0
bal_2021_18,2021,bal,18,pit,0.42,0.61,0.7366666666666667,0.48666666666666664,0.19000000000000003,0.1366666666666667,0.4066666666666667,0.5466666666666667,bal_2021_18,balvspit_2021_18,23.333333333333332,30.666666666666668,64.86666666666667,69.7,70.93333333333332,68.43333333333332,65.33333333333334,69.86666666666666,59.166666666666664,53.9,63.26666666666667,54.76666666666667,62.133333333333326,45.99999999999999,0.0,bal,no cover,-3.0,41.0,-5.0,42.0,2.0,1.0,0.0,35.0,8.0,-1.0,0,0,-3.0,0.0,1.0
bal_2022_1,2022,bal,1,nyj,,,,,,,,,bal_2022_1,nyjvsbal_2022_1,,,,,,,,,,,,,,,1.0,bal,cover,-6.5,44.0,-4.5,45.0,-2.0,1.0,0.0,74.0,3.0,-1.0,0,1,-6.5,0.0,1.0
bal_2022_2,2022,bal,2,mia,0.72,0.8,0.71,0.23,0.56,0.58,0.6,0.54,bal_2022_2,balvsmia_2022_2,24.0,9.0,69.4,65.3,72.0,71.6,63.2,57.1,57.4,68.3,42.9,51.7,78.3,65.6,0.0,bal,no cover,-3.5,44.0,-3.5,46.0,0.0,0.0,0.0,81.0,6.0,-2.0,0,0,-3.5,0.0,1.0
bal_2022_3,2022,bal,3,ne,0.655,0.835,0.855,0.20500000000000002,0.31500000000000006,0.415,0.515,0.77,bal_2022_3,nevsbal_2022_3,31.0,25.5,69.95,68.6,70.4,70.3,70.65,55.05,57.55,63.099999999999994,53.650000000000006,45.6,74.8,56.699999999999996,1.0,bal,cover,-2.5,44.5,-3.0,43.0,0.5,1.0,0.0,67.0,8.0,1.5,0,0,-2.5,0.0,1.0
bal_2022_4,2022,bal,4,,0.7000000000000001,0.8666666666666667,0.7766666666666667,0.47000000000000003,0.36000000000000004,0.48333333333333334,0.4166666666666667,0.7666666666666666,bal_2022_4,nevsbal_2022_4,33.0,25.666666666666668,74.23333333333333,71.60000000000001,71.76666666666667,66.26666666666667,71.26666666666667,62.9,61.63333333333333,67.36666666666666,55.46666666666667,45.93333333333334,70.46666666666665,65.53333333333333,,,,,,,,,,,,,,,,,,
buf_2014_1,2014,buf,1,chi,,,,,,,,,buf_2014_1,chivsbuf_2014_1,,,,,,,,,,,,,,,0.0,chi,no cover,-7.0,47.0,-6.5,48.0,-0.5,0.0,0.0,77.0,7.0,-1.0,0,1,-7.0,0.0,1.0
buf_2014_2,2014,buf,2,mia,0.62,0.63,0.45,0.82,0.35,0.48,0.29,0.71,buf_2014_2,bufvsmia_2014_2,23.0,20.0,65.9,73.9,71.3,65.5,73.3,70.6,65.4,53.2,46.5,45.4,51.3,61.0,0.0,buf,cover,-1.0,43.0,-1.0,43.5,0.0,0.0,0.0,61.0,4.0,-0.5,0,0,-1.0,1.0,0.0
buf_2014_3,2014,buf,3,sd,0.6699999999999999,0.62,0.5650000000000001,0.635,0.43,0.5249999999999999,0.38,0.74,buf_2014_3,bufvslac_2014_3,26.0,15.0,67.4,70.6,69.75,68.0,75.6,63.599999999999994,57.400000000000006,58.5,56.7,60.2,55.5,62.1,0.0,buf,no cover,-2.5,45.5,-1.0,44.0,-1.5,1.0,0.0,72.0,16.0,1.5,0,1,-2.5,0.0,1.0
