unique_team_id,team_id_impute,opponent_id,home_matchup_id,team_abb,team,opponent,date,time,wl,dateInt,Date,output,team_name,opponent_name,home_team,away_team,wl_int,year,week,home_or_away,team_num,game_id,pf,pa,overall_performance,offense,pass,pass_blocking,receiving,rushing,run_blocking,defense,rush_defense,tackling,pass_rush,coverage,special_teams
cin_2021_4,cin_2021,jax_2021_4,cinvsjax_2021_4,cin,cincinnatibengals,JacksonvilleJaguars,09/30,8:20pm,W,2021/09/30,20210930,4.0,cin,jax,cin,jax,1,2021.0,2.0,0.6666666666666666,7.0,19628.666666666668,22.666666666666668,18.0,72.63333333333334,69.96666666666665,74.06666666666666,48.5,69.16666666666667,73.13333333333333,57.23333333333333,67.63333333333333,69.60000000000001,58.4,64.93333333333334,65.2,73.0
cin_2021_5,cin_2021,gb_2021_5,cinvsgb_2021_5,cin,cincinnatibengals,GreenBayPackers,10/10,1:00pm,L,2021/10/10,20211010,10.0,cin,gb,cin,gb,0,2021.0,3.0,0.6666666666666666,7.0,19643.333333333332,21.666666666666668,17.0,74.3,73.60000000000001,81.43333333333332,55.70000000000001,70.06666666666666,70.60000000000001,59.20000000000001,67.33333333333333,70.66666666666667,56.06666666666666,62.1,65.26666666666667,70.5
cin_2021_6,cin_2021,det_2021_6,detvscin_2021_6,cin,cincinnatibengals,DetroitLions,10/17,1:00pm,W,2021/10/17,20211017,7.0,cin,det,det,cin,1,2021.0,4.0,0.3333333333333333,7.0,19658.666666666668,23.333333333333332,18.666666666666668,72.83333333333333,75.36666666666667,82.96666666666665,59.1,69.83333333333333,70.86666666666667,63.333333333333336,63.06666666666666,68.73333333333333,51.46666666666667,59.93333333333333,59.63333333333333,75.10000000000001
cin_2021_7,cin_2021,bal_2021_7,balvscin_2021_7,cin,cincinnatibengals,BaltimoreRavens,10/24,1:00pm,W,2021/10/24,20211024,7.0,cin,bal,bal,cin,1,2021.0,5.0,0.3333333333333333,7.0,19673.666666666668,26.666666666666668,19.0,74.7,75.3,77.63333333333333,63.866666666666674,68.56666666666666,70.2,67.53333333333333,64.89999999999999,69.03333333333333,56.93333333333333,59.166666666666664,61.53333333333333,76.2
cin_2021_8,cin_2021,nyj_2021_8,nyjvscin_2021_8,cin,cincinnatibengals,NewYorkJets,10/31,1:00pm,L,2021/10/31,20211031,7.0,cin,nyj,nyj,cin,0,2021.0,6.0,0.6666666666666666,7.0,19689.333333333332,32.333333333333336,17.666666666666668,71.56666666666666,72.03333333333333,72.2,59.06666666666666,69.13333333333334,69.2,63.96666666666666,63.36666666666667,65.53333333333333,58.6,58.4,61.199999999999996,74.06666666666668
cin_2021_9,cin_2021,cle_2021_9,cinvscle_2021_9,cin,cincinnatibengals,ClevelandBrowns,11/07,1:00pm,L,2021/11/07,20211107,7.0,cin,cle,cin,cle,0,2021.0,7.0,1.0,7.0,19705.666666666668,35.333333333333336,20.666666666666668,72.93333333333334,74.66666666666667,73.63333333333333,58.73333333333333,71.43333333333334,67.33333333333333,69.6,63.46666666666666,61.36666666666667,60.76666666666666,63.36666666666667,60.76666666666667,67.96666666666665
cin_2021_11,cin_2021,lv_2021_11,lvvscin_2021_11,cin,cincinnatibengals,LasVegasRaiders,11/21,4:05pm,W,2021/11/21,20211121,14.0,cin,lv,lv,cin,1,2021.0,8.0,0.6666666666666666,7.0,19719.333333333332,29.333333333333332,30.666666666666668,66.73333333333333,72.46666666666668,72.53333333333335,60.4,71.83333333333333,63.23333333333333,65.33333333333333,54.5,47.1,51.93333333333334,66.03333333333333,54.5,68.33333333333333
cin_2021_12,cin_2021,pit_2021_12,cinvspit_2021_12,cin,cincinnatibengals,PittsburghSteelers,11/28,1:00pm,W,2021/11/28,20211128,7.0,cin,pit,cin,pit,1,2021.0,9.333333333333334,0.6666666666666666,7.0,19740.666666666668,26.333333333333332,29.333333333333332,65.39999999999999,69.89999999999999,66.60000000000001,64.83333333333333,65.03333333333333,64.63333333333333,70.23333333333333,54.666666666666664,42.9,51.26666666666667,71.1,55.1,72.10000000000001
cin_2021_13,cin_2021,lac_2021_13,cinvslac_2021_13,cin,cincinnatibengals,LosAngelesChargers,12/05,1:00pm,L,2021/12/05,20211205,7.0,cin,lac,cin,lac,0,2021.0,10.666666666666666,0.3333333333333333,7.0,19758.333333333332,29.666666666666668,21.333333333333332,71.3,72.0,71.39999999999999,62.43333333333334,67.0,65.36666666666666,69.16666666666667,61.20000000000001,46.26666666666667,53.56666666666666,70.60000000000001,64.0,73.60000000000001
cin_2021_14,cin_2021,sf_2021_14,cinvssf_2021_14,cin,cincinnatibengals,SanFrancisco49ers,12/12,4:25pm,L,2021/12/12,20211212,7.0,cin,sf,cin,sf,0,2021.0,12.0,0.3333333333333333,7.0,19777.333333333332,31.666666666666668,21.333333333333332,74.8,73.7,72.3,60.1,69.06666666666666,69.2,69.03333333333333,68.56666666666668,56.63333333333333,60.06666666666666,70.2,68.1,65.76666666666667
cin_2021_15,cin_2021,den_2021_15,denvscin_2021_15,cin,cincinnatibengals,DenverBroncos,12/19,4:05pm,W,2021/12/19,20211219,7.0,cin,den,den,cin,1,2021.0,13.0,0.0,7.0,19789.333333333332,28.666666666666668,25.666666666666668,74.36666666666667,76.43333333333334,84.06666666666666,50.73333333333333,74.8,67.56666666666666,63.4,66.50000000000001,53.800000000000004,55.1,63.13333333333333,70.26666666666667,65.8
cin_2021_16,cin_2021,bal_2021_16,cinvsbal_2021_16,cin,cincinnatibengals,BaltimoreRavens,12/26,1:00pm,W,2021/12/26,20211226,7.0,cin,bal,cin,bal,1,2021.0,14.0,0.3333333333333333,7.0,19806.666666666668,20.0,25.666666666666668,70.36666666666667,73.66666666666667,79.5,57.06666666666666,70.7,67.03333333333335,64.10000000000001,61.73333333333334,50.6,55.166666666666664,60.96666666666667,67.3,67.23333333333333
cin_2021_17,cin_2021,kc_2021_17,cinvskc_2021_17,cin,cincinnatibengals,KansasCityChiefs,01/02,1:00pm,W,2021/01/02,20210102,,cin,kc,cin,kc,1,2021.0,15.0,0.3333333333333333,7.0,19823.666666666668,26.333333333333332,19.0,72.66666666666667,76.53333333333335,84.13333333333334,55.46666666666667,74.8,66.63333333333334,60.5,60.06666666666667,46.333333333333336,58.79999999999999,61.6,66.83333333333333,75.83333333333333
cin_2021_18,cin_2021,cle_2021_18,clevscin_2021_18,cin,cincinnatibengals,ClevelandBrowns,01/09,1:00pm,L,2021/01/09,20210109,7.0,cin,cle,cle,cin,0,2021.0,16.0,0.3333333333333333,7.0,19841.333333333332,30.0,20.666666666666668,74.96666666666665,76.26666666666667,81.86666666666667,62.93333333333334,73.83333333333333,62.26666666666666,62.46666666666666,62.900000000000006,55.46666666666666,67.76666666666667,61.166666666666664,66.03333333333333,69.86666666666666
cin_2022_1,cin_2022,pit_2022_1,cinvspit_2022_1,cin,cincinnatibengals,PittsburghSteelers,09/11,1:00pm,L,2022/09/11,20220911,NaT,cin,pit,cin,pit,0,,,,,,,,,,,,,,,,,,,,
cin_2022_2,cin_2022,dal_2022_2,dalvscin_2022_2,cin,cincinnatibengals,DallasCowboys,09/18,4:25pm,L,2022/09/18,20220918,7,cin,dal,dal,cin,0,2022.0,1.0,0.0,7.0,23108.0,20.0,23.0,69.4,61.8,51.5,63.2,65.5,60.9,60.8,81.4,82.3,65.5,62.8,79.7,51.5
cin_2022_3,cin_2022,nyj_2022_3,nyjvscin_2022_3,cin,cincinnatibengals,NewYorkJets,09/25,1:00pm,W,2022/09/25,20220925,7,cin,nyj,nyj,cin,1,2022.0,1.5,0.5,7.0,23116.0,18.5,21.5,65.2,63.199999999999996,59.0,57.0,65.95,58.0,64.65,67.30000000000001,68.8,73.4,59.25,67.35,53.45
cin_2022_4,cin_2022,nyj_2022_4,nyjvscin_2022_4,cin,cincinnatibengals,NewYorkJets,09/25,1:00pm,W,2022/09/25,20220925,7,cin,nyj,nyj,cin,,2022.0,2.0,0.6666666666666666,7.0,23121.333333333332,21.333333333333332,18.333333333333332,68.03333333333335,63.53333333333333,64.5,56.03333333333333,66.83333333333333,61.76666666666667,56.1,71.23333333333333,65.63333333333333,69.76666666666667,69.66666666666667,68.06666666666666,57.833333333333336
cle_2014_1,cle_2014,pit_2014_1,pitvscle_2014_1,cle,clevelandbrowns,PittsburghSteelers,09/07,1:00pm,L,2014/09/07,20140907,,cle,pit,pit,cle,0,,,,,,,,,,,,,,,,,,,,
cle_2014_2,cle_2014,no_2014_2,clevsno_2014_2,cle,clevelandbrowns,NewOrleansSaints,09/14,1:00pm,W,2014/09/14,20140914,7.0,cle,no,cle,no,1,2014.0,1.0,1.0,8.0,3083.0,27.0,30.0,72.1,83.1,59.2,87.5,76.9,72.6,82.6,58.2,66.0,31.0,54.0,56.6,37.8
cle_2014_3,cle_2014,bal_2014_3,clevsbal_2014_3,cle,clevelandbrowns,BaltimoreRavens,09/21,1:00pm,L,2014/09/21,20140921,7.0,cle,bal,cle,bal,0,2014.0,1.5,0.5,8.0,3088.5,26.5,27.0,71.75,77.8,61.5,83.95,74.35,63.449999999999996,76.25,60.0,57.2,47.8,56.35,63.25,51.699999999999996
cle_2014_5,cle_2014,ten_2014_5,tenvscle_2014_5,cle,clevelandbrowns,TennesseeTitans,10/05,1:00pm,W,2014/10/05,20141005,14.0,cle,ten,ten,cle,1,2014.0,2.0,0.3333333333333333,8.0,3095.3333333333335,24.666666666666668,25.666666666666668,67.73333333333333,76.5,65.7,85.8,74.76666666666667,60.133333333333326,72.60000000000001,55.666666666666664,58.73333333333333,52.53333333333333,54.300000000000004,54.63333333333333,50.833333333333336
cle_2014_6,cle_2014,pit_2014_6,clevspit_2014_6,cle,clevelandbrowns,PittsburghSteelers,10/12,1:00pm,W,2014/10/12,20141012,7.0,cle,pit,cle,pit,1,2014.0,3.3333333333333335,0.3333333333333333,8.0,3115.6666666666665,25.333333333333332,25.0,69.8,76.73333333333333,70.56666666666666,85.56666666666666,76.13333333333333,56.800000000000004,70.89999999999999,56.800000000000004,61.599999999999994,60.666666666666664,54.333333333333336,55.5,62.46666666666666
cle_2014_7,cle_2014,jax_2014_7,jaxvscle_2014_7,cle,clevelandbrowns,JacksonvilleJaguars,10/19,1:00pm,L,2014/10/19,20141019,7.0,cle,jax,jax,cle,0,2014.0,4.666666666666667,0.3333333333333333,8.0,3135.6666666666665,27.0,20.333333333333332,70.53333333333333,76.3,77.33333333333333,80.53333333333333,76.56666666666666,54.03333333333333,70.10000000000001,59.43333333333334,69.83333333333333,66.86666666666666,52.1,56.166666666666664,62.133333333333326
cle_2014_8,cle_2014,oak_2014_8,clevsoak_2014_8,cle,clevelandbrowns,OaklandRaiders,10/26,4:25pm,W,2014/10/26,20141026,7.0,cle,oak,cle,oak,1,2014.0,6.0,0.6666666666666666,8.0,3156.6666666666665,22.0,20.666666666666668,72.03333333333332,70.33333333333333,70.13333333333333,73.26666666666667,71.10000000000001,51.46666666666667,69.26666666666667,69.66666666666667,72.16666666666667,69.76666666666667,55.93333333333334,72.7,63.5
cle_2014_9,cle_2014,tb_2014_9,clevstb_2014_9,cle,clevelandbrowns,TampaBayBuccaneers,11/02,1:00pm,W,2014/11/02,20141102,7.0,cle,tb,cle,tb,1,2014.0,7.0,0.3333333333333333,8.0,3172.3333333333335,20.0,15.666666666666666,71.53333333333333,64.5,64.89999999999999,67.5,69.33333333333333,46.23333333333333,65.53333333333335,75.5,71.93333333333334,79.63333333333333,56.43333333333334,80.86666666666667,62.56666666666666
cle_2014_10,cle_2014,cin_2014_10,cinvscle_2014_10,cle,clevelandbrowns,CincinnatiBengals,11/06,8:25pm,W,2014/11/06,20141106,4.0,cle,cin,cin,cle,1,2014.0,8.0,0.3333333333333333,8.0,3186.6666666666665,17.0,18.0,72.93333333333334,64.5,60.06666666666666,69.0,72.2,47.36666666666667,60.666666666666664,76.19999999999999,67.53333333333333,77.63333333333334,64.3,81.43333333333334,69.76666666666667
cle_2014_11,cle_2014,hou_2014_11,clevshou_2014_11,cle,clevelandbrowns,HoustonTexans,11/16,1:00pm,L,2014/11/16,20141116,10.0,cle,hou,cle,hou,0,2014.0,9.0,0.3333333333333333,8.0,3198.6666666666665,23.0,11.0,81.2,74.3,68.0,77.60000000000001,79.46666666666667,55.29999999999999,65.3,77.53333333333333,67.46666666666667,73.5,65.3,81.16666666666667,74.06666666666666
cle_2014_12,cle_2014,atl_2014_12,atlvscle_2014_12,cle,clevelandbrowns,AtlantaFalcons,11/23,1:00pm,W,2014/11/23,20141123,7.0,cle,atl,atl,cle,1,2014.0,10.0,0.3333333333333333,8.0,3209.6666666666665,17.666666666666668,14.333333333333334,75.96666666666667,72.33333333333334,63.366666666666674,81.56666666666668,76.16666666666667,53.599999999999994,66.50000000000001,71.53333333333333,65.03333333333333,72.63333333333333,63.166666666666664,75.10000000000001,68.73333333333332
cle_2014_13,cle_2014,buf_2014_13,bufvscle_2014_13,cle,clevelandbrowns,BuffaloBills,11/30,1:00pm,L,2014/11/30,20141130,7.0,cle,buf,buf,cle,0,2014.0,11.0,0.6666666666666666,8.0,3222.6666666666665,19.0,16.666666666666668,76.00000000000001,72.33333333333333,57.0,84.13333333333334,73.73333333333333,55.133333333333326,75.06666666666668,74.0,71.13333333333333,74.0,60.46666666666667,75.7,57.83333333333332
cle_2014_14,cle_2014,ind_2014_14,clevsind_2014_14,cle,clevelandbrowns,IndianapolisColts,12/07,1:00pm,L,2014/12/07,20141207,7.0,cle,ind,cle,ind,0,2014.0,12.0,0.6666666666666666,8.0,3238.0,14.333333333333334,24.333333333333332,65.66666666666667,62.1,43.63333333333335,78.63333333333334,71.10000000000001,46.166666666666664,67.7,68.13333333333334,68.36666666666666,80.53333333333333,55.0,71.06666666666666,60.03333333333333
cle_2014_15,cle_2014,cin_2014_15,clevscin_2014_15,cle,clevelandbrowns,CincinnatiBengals,12/14,1:00pm,L,2014/12/14,20141214,7.0,cle,cin,cle,cin,0,2014.0,13.0,0.6666666666666666,8.0,3252.6666666666665,20.0,25.0,69.16666666666667,62.599999999999994,46.30000000000001,82.26666666666667,66.6,51.166666666666664,68.06666666666666,73.5,66.10000000000001,76.66666666666667,62.03333333333333,75.33333333333333,65.0
cle_2014_16,cle_2014,car_2014_16,carvscle_2014_16,cle,clevelandbrowns,CarolinaPanthers,12/21,1:00pm,L,2014/12/21,20141221,7.0,cle,car,car,cle,0,2014.0,14.0,0.3333333333333333,8.0,3269.6666666666665,11.333333333333334,27.0,63.76666666666667,57.5,41.300000000000004,86.43333333333334,60.633333333333326,53.199999999999996,65.03333333333333,68.8,57.46666666666666,69.83333333333333,59.199999999999996,77.63333333333333,67.43333333333332
cle_2014_17,cle_2014,bal_2014_17,balvscle_2014_17,cle,clevelandbrowns,BaltimoreRavens,12/28,1:00pm,L,2014/12/28,20141228,7.0,cle,bal,bal,cle,0,2014.0,15.0,0.3333333333333333,8.0,3285.3333333333335,12.333333333333334,24.0,67.73333333333333,61.29999999999999,51.0,84.3,59.4,54.29999999999999,68.03333333333333,70.46666666666665,60.96666666666666,69.7,62.76666666666667,75.69999999999999,62.46666666666666
cle_2015_1,cle_2015,nyj_2015_1,nyjvscle_2015_1,cle,clevelandbrowns,NewYorkJets,09/13,1:00pm,L,2015/09/13,20150913,,cle,nyj,nyj,cle,0,,,,,,,,,,,,,,,,,,,,
cle_2015_2,cle_2015,ten_2015_2,clevsten_2015_2,cle,clevelandbrowns,TennesseeTitans,09/20,1:00pm,W,2015/09/20,20150920,7.0,cle,ten,cle,ten,1,2015.0,1.0,1.0,8.0,3412.0,10.0,31.0,58.7,59.5,50.2,88.2,61.1,47.2,67.1,54.9,56.4,45.4,54.9,55.2,62.1
cle_2015_3,cle_2015,oak_2015_3,clevsoak_2015_3,cle,clevelandbrowns,OaklandRaiders,09/27,1:00pm,L,2015/09/27,20150927,7.0,cle,oak,cle,oak,0,2015.0,1.5,0.5,8.0,3422.0,19.0,22.5,66.15,64.6,49.5,80.25,67.65,54.7,67.9,60.900000000000006,58.2,63.900000000000006,69.2,55.95,65.5
cle_2015_4,cle_2015,lac_2015_4,lacvscle_2015_4,cle,clevelandbrowns,LosAngelesChargers,10/04,4:05pm,L,2015/10/04,20151004,7.0,cle,lac,lac,cle,0,2015.0,2.0,0.3333333333333333,8.0,3429.6666666666665,19.333333333333332,24.0,61.5,64.5,51.53333333333333,77.33333333333333,67.3,53.9,66.13333333333334,53.63333333333333,49.800000000000004,52.20000000000001,62.300000000000004,54.03333333333334,63.63333333333333
cle_2015_5,cle_2015,bal_2015_5,balvscle_2015_5,cle,clevelandbrowns,BaltimoreRavens,10/11,1:00pm,W,2015/10/11,20151011,7.0,cle,bal,bal,cle,1,2015.0,3.0,0.3333333333333333,8.0,3446.3333333333335,25.0,23.666666666666668,67.36666666666666,71.53333333333333,61.76666666666667,71.53333333333335,73.0,62.06666666666666,65.03333333333333,54.366666666666674,53.86666666666667,59.866666666666674,62.333333333333336,53.63333333333333,65.23333333333333
cle_2015_6,cle_2015,den_2015_6,clevsden_2015_6,cle,clevelandbrowns,DenverBroncos,10/18,1:00pm,L,2015/10/18,20151018,7.0,cle,den,cle,den,0,2015.0,4.0,0.6666666666666666,8.0,3461.3333333333335,26.666666666666668,29.0,64.8,71.73333333333333,67.76666666666667,78.23333333333333,68.76666666666667,58.43333333333334,69.03333333333335,49.53333333333333,47.1,53.13333333333333,51.63333333333333,57.93333333333334,63.53333333333334
cle_2015_7,cle_2015,lar_2015_7,larvscle_2015_7,cle,clevelandbrowns,LosAngelesRams,10/25,1:00pm,L,2015/10/25,20151025,7.0,cle,lar,lar,cle,0,2015.0,5.0,0.6666666666666666,8.0,3475.6666666666665,27.666666666666668,28.666666666666668,70.53333333333333,70.13333333333333,62.23333333333333,82.66666666666667,67.3,61.666666666666664,68.73333333333333,62.46666666666667,58.6,67.73333333333333,56.63333333333333,68.06666666666666,63.13333333333333
cle_2015_8,cle_2015,ari_2015_8,clevsari_2015_8,cle,clevelandbrowns,ArizonaCardinals,11/01,1:00pm,L,2015/11/01,20151101,7.0,cle,ari,cle,ari,0,2015.0,6.0,0.6666666666666666,8.0,3488.0,20.666666666666668,26.666666666666668,66.5,63.699999999999996,52.69999999999999,84.23333333333333,62.833333333333336,55.46666666666667,68.83333333333333,65.36666666666667,52.1,61.70000000000001,59.9,74.7,59.6
cle_2015_9,cle_2015,cin_2015_9,cinvscle_2015_9,cle,clevelandbrowns,CincinnatiBengals,11/05,8:25pm,L,2015/11/05,20151105,4.0,cle,cin,cin,cle,0,2015.0,7.0,0.3333333333333333,8.0,3502.0,16.333333333333332,28.0,64.66666666666667,60.333333333333336,48.86666666666665,76.13333333333334,64.89999999999999,53.63333333333333,60.26666666666667,68.0,60.13333333333333,64.56666666666666,67.06666666666666,67.96666666666667,61.36666666666667
cle_2015_10,cle_2015,pit_2015_10,pitvscle_2015_10,cle,clevelandbrowns,PittsburghSteelers,11/15,1:00pm,L,2015/11/15,20151115,10.0,cle,pit,pit,cle,0,2015.0,8.0,0.6666666666666666,8.0,3514.3333333333335,12.0,29.666666666666668,61.333333333333336,60.86666666666667,56.533333333333324,71.93333333333334,61.23333333333333,54.76666666666667,65.5,60.23333333333333,56.26666666666667,67.89999999999999,64.76666666666667,59.86666666666667,66.5
cle_2015_12,cle_2015,bal_2015_12,clevsbal_2015_12,cle,clevelandbrowns,BaltimoreRavens,11/30,8:30pm,L,2015/11/30,20151130,15.0,cle,bal,cle,bal,0,2015.0,9.0,0.6666666666666666,8.0,3530.0,13.0,31.666666666666668,63.6,64.63333333333333,62.4,74.76666666666667,62.36666666666667,56.866666666666674,66.46666666666668,60.76666666666667,64.56666666666666,77.73333333333333,65.33333333333333,56.46666666666667,64.53333333333332
cle_2015_13,cle_2015,cin_2015_13,clevscin_2015_13,cle,clevelandbrowns,CincinnatiBengals,12/06,1:00pm,L,2015/12/06,20151206,6.0,cle,cin,cle,cin,0,2015.0,10.333333333333334,0.6666666666666666,8.0,3550.6666666666665,15.333333333333334,31.333333333333332,69.03333333333333,69.0,66.89999999999999,77.13333333333334,63.1,62.699999999999996,69.30000000000001,65.5,66.66666666666667,73.3,61.633333333333326,64.6,63.06666666666666
cle_2015_14,cle_2015,sf_2015_14,clevssf_2015_14,cle,clevelandbrowns,SanFrancisco49ers,12/13,1:00pm,W,2015/12/13,20151213,7.0,cle,sf,cle,sf,1,2015.0,11.666666666666666,0.3333333333333333,8.0,3573.0,13.0,33.333333333333336,70.93333333333332,72.46666666666665,69.3,73.16666666666667,68.63333333333334,63.76666666666666,66.9,64.23333333333333,67.46666666666667,67.56666666666666,62.23333333333333,61.166666666666664,60.20000000000001
cle_2015_15,cle_2015,sea_2015_15,seavscle_2015_15,cle,clevelandbrowns,SeattleSeahawks,12/20,4:05pm,L,2015/12/20,20151220,7.0,cle,sea,sea,cle,0,2015.0,13.0,0.0,8.0,3594.0,18.0,26.666666666666668,72.8,73.46666666666665,71.89999999999999,69.5,66.36666666666666,70.6,68.5,66.46666666666665,64.89999999999999,66.76666666666667,64.46666666666667,63.533333333333324,56.96666666666667
cle_2015_16,cle_2015,kc_2015_16,kcvscle_2015_16,cle,clevelandbrowns,KansasCityChiefs,12/27,1:00pm,L,2015/12/27,20151227,7.0,cle,kc,kc,cle,0,2015.0,14.0,0.3333333333333333,8.0,3608.3333333333335,13.333333333333334,25.666666666666668,66.7,68.86666666666666,65.1,67.86666666666666,59.73333333333333,73.53333333333333,73.06666666666668,59.666666666666664,62.46666666666666,66.96666666666667,64.63333333333334,55.300000000000004,55.63333333333335
cle_2015_17,cle_2015,pit_2015_17,clevspit_2015_17,cle,clevelandbrowns,PittsburghSteelers,01/03,1:00pm,L,2015/01/03,20150103,,cle,pit,cle,pit,0,2015.0,15.0,0.6666666666666666,8.0,3622.6666666666665,16.666666666666668,19.0,66.23333333333333,65.3,51.36666666666667,75.23333333333333,57.166666666666664,79.76666666666667,69.83333333333333,65.53333333333333,67.76666666666667,67.66666666666667,67.0,59.9,49.56666666666667
cle_2016_1,cle_2016,phi_2016_1,phivscle_2016_1,cle,clevelandbrowns,PhiladelphiaEagles,09/11,1:00pm,L,2016/09/11,20160911,,cle,phi,phi,cle,0,,,,,,,,,,,,,,,,,,,,
cle_2016_2,cle_2016,bal_2016_2,clevsbal_2016_2,cle,clevelandbrowns,BaltimoreRavens,09/18,1:00pm,L,2016/09/18,20160918,7.0,cle,bal,cle,bal,0,2016.0,1.0,1.0,8.0,4102.0,10.0,29.0,61.4,58.2,47.3,80.4,53.7,58.2,67.9,63.2,72.3,72.3,56.8,58.4,63.5
cle_2016_3,cle_2016,mia_2016_3,miavscle_2016_3,cle,clevelandbrowns,MiamiDolphins,09/25,1:00pm,L,2016/09/25,20160925,7.0,cle,mia,mia,cle,0,2016.0,1.5,0.5,8.0,4110.5,15.0,27.0,67.25,68.55000000000001,62.75,77.6,67.6,59.6,66.0,64.85,69.8,77.55,55.4,63.55,56.35
cle_2016_4,cle_2016,was_2016_4,wasvscle_2016_4,cle,clevelandbrowns,WashingtonRedskins,10/02,1:00pm,L,2016/10/02,20161002,7.0,cle,was,was,cle,0,2016.0,2.0,0.6666666666666666,8.0,4117.666666666667,18.0,28.0,69.0,69.5,62.26666666666667,73.33333333333333,68.86666666666667,62.666666666666664,67.63333333333334,67.60000000000001,67.83333333333333,70.36666666666666,63.03333333333333,64.39999999999999,58.699999999999996
cle_2016_5,cle_2016,ne_2016_5,clevsne_2016_5,cle,clevelandbrowns,NewEnglandPatriots,10/09,1:00pm,L,2016/10/09,20161009,7.0,cle,ne,cle,ne,0,2016.0,3.0,0.6666666666666666,8.0,4133.666666666667,21.333333333333332,28.666666666666668,71.23333333333333,73.56666666666668,71.36666666666666,74.8,72.80000000000001,63.63333333333333,66.03333333333333,66.2,62.73333333333333,63.93333333333334,65.06666666666668,64.96666666666667,58.43333333333334
cle_2016_6,cle_2016,ten_2016_6,tenvscle_2016_6,cle,clevelandbrowns,TennesseeTitans,10/16,1:00pm,L,2016/10/16,20161016,7.0,cle,ten,ten,cle,0,2016.0,4.0,0.6666666666666666,8.0,4147.0,19.0,31.333333333333332,66.36666666666666,65.43333333333334,64.16666666666667,78.03333333333332,65.66666666666667,54.73333333333333,58.70000000000001,64.5,64.53333333333333,54.4,66.16666666666666,59.900000000000006,66.5
cle_2016_7,cle_2016,cin_2016_7,cinvscle_2016_7,cle,clevelandbrowns,CincinnatiBengals,10/23,1:00pm,L,2016/10/23,20161023,7.0,cle,cin,cin,cle,0,2016.0,5.0,0.6666666666666666,8.0,4162.666666666667,19.666666666666668,30.666666666666668,63.9,64.16666666666667,67.13333333333333,80.39999999999999,65.2,48.5,53.26666666666667,59.23333333333333,66.93333333333332,61.0,56.73333333333333,55.666666666666664,65.0
cle_2016_8,cle_2016,nyj_2016_8,clevsnyj_2016_8,cle,clevelandbrowns,NewYorkJets,10/30,1:00pm,L,2016/10/30,20161030,7.0,cle,nyj,cle,nyj,0,2016.0,6.0,0.6666666666666666,8.0,4176.666666666667,18.666666666666668,30.666666666666668,62.166666666666664,65.73333333333333,61.833333333333336,78.36666666666666,66.33333333333333,49.93333333333334,60.03333333333334,53.86666666666667,59.133333333333326,64.10000000000001,55.76666666666666,52.30000000000001,65.96666666666667
cle_2016_9,cle_2016,dal_2016_9,clevsdal_2016_9,cle,clevelandbrowns,DallasCowboys,11/06,1:00pm,L,2016/11/06,20161106,7.0,cle,dal,cle,dal,0,2016.0,7.0,0.6666666666666666,8.0,4192.0,23.666666666666668,30.0,67.13333333333334,70.96666666666665,64.76666666666667,78.16666666666667,67.2,59.23333333333333,69.86666666666666,56.4,54.73333333333333,68.56666666666666,60.199999999999996,56.966666666666676,66.43333333333334
cle_2016_10,cle_2016,bal_2016_10,balvscle_2016_10,cle,clevelandbrowns,BaltimoreRavens,11/10,8:25pm,L,2016/11/10,20161110,4.0,cle,bal,bal,cle,0,2016.0,8.0,0.3333333333333333,8.0,4204.333333333333,18.333333333333332,32.333333333333336,66.03333333333335,73.0,63.6,81.93333333333334,68.36666666666667,64.3,70.7,54.300000000000004,53.26666666666667,60.76666666666666,60.46666666666666,53.1,67.63333333333333
cle_2016_11,cle_2016,pit_2016_11,clevspit_2016_11,cle,clevelandbrowns,PittsburghSteelers,11/20,1:00pm,L,2016/11/20,20161120,10.0,cle,pit,cle,pit,0,2016.0,9.0,0.3333333333333333,8.0,4216.0,15.0,31.333333333333332,68.16666666666667,68.96666666666667,65.5,77.16666666666667,66.4,56.03333333333333,65.46666666666667,63.699999999999996,65.5,58.333333333333336,61.4,59.76666666666667,67.2
cle_2016_12,cle_2016,nyg_2016_12,clevsnyg_2016_12,cle,clevelandbrowns,NewYorkGiants,11/27,1:00pm,L,2016/11/27,20161127,7.0,cle,nyg,cle,nyg,0,2016.0,10.0,0.3333333333333333,8.0,4229.0,8.666666666666666,29.0,61.666666666666664,63.79999999999999,54.99999999999999,73.83333333333333,65.96666666666667,54.56666666666666,63.70000000000001,59.86666666666667,62.26666666666667,54.4,54.1,59.5,62.56666666666666
cle_2016_14,cle_2016,cin_2016_14,clevscin_2016_14,cle,clevelandbrowns,CincinnatiBengals,12/11,1:00pm,L,2016/12/11,20161211,14.0,cle,cin,cle,cin,0,2016.0,11.0,0.3333333333333333,8.0,4244.333333333333,9.666666666666666,26.333333333333332,64.73333333333333,61.20000000000001,50.86666666666667,71.43333333333334,65.03333333333335,49.23333333333333,67.43333333333334,67.06666666666666,65.39999999999999,56.86666666666667,57.9,67.3,62.833333333333336
