team_id,week,year,spread_favorite,over_under_line,fav_cover,starting_spread,Total Score Open,spread_movement,ou_movement,strong_movement,fav_team_stronger,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa,pa,pf,overall_performance,offense,pass,pass_blocking,receiving,rushing,run_blocking,defense,rush_defense,tackling,pass_rush,coverage,team_favorite_id,home_matchup_id,dawgfav_homeoraway,dawgprecip,dawgdome,dawgtemperature,dawgwind_mph,dawgtotal_dvoa,dawgoff_dvoa,dawgoff_pass_dvoa,dawgoff_rush_dvoa,dawgdef_dvoa,dawgdef_pass_dvoa,dawgdef_rush_dvoa,dawgspecial_teams_dvoa,dawgunique_team_id,dawgpf,dawgpa,dawgoverall_performance,dawgoffense,dawgpass,dawgpass_blocking,dawgreceiving,dawgrushing,dawgrun_blocking,dawgdefense,dawgrush_defense,dawgtackling,dawgpass_rush,dawgcoverage
ind_2014_2,2,2014.0,-3.0,53.5,no cover,-2.5,52.5,-0.5,1.0,0,1,0.57,0.63,0.52,0.64,0.36,0.47,0.29,0.55,31.0,24.0,62.3,63.6,63.4,89.3,55.3,66.7,59.3,57.4,68.5,67.4,54.1,51.1,ind,indvsphi_2014_2,0,0,1,70,0,0.46,0.44,0.33,0.63,0.36,0.36,0.54,0.65,phi_2014_2,34.0,17.0,76.0,62.5,43.9,75.3,62.3,56.7,76.4,81.7,90.8,72.6,74.8,66.4
ind_2014_4,4,2014.0,-7.5,45.5,cover,-6.5,45.5,-1.0,0.0,0,1,0.5533333333333333,0.6266666666666666,0.5499999999999999,0.5866666666666667,0.3133333333333333,0.4166666666666667,0.29666666666666663,0.5966666666666667,26.0,31.666666666666668,70.60000000000001,71.26666666666667,69.33333333333333,89.46666666666665,65.93333333333334,60.199999999999996,64.93333333333334,61.79999999999999,63.5,67.39999999999999,58.666666666666664,60.06666666666666,ind,indvsten_2014_4,0,0,1,70,0,0.51,0.5166666666666666,0.45,0.7366666666666667,0.4566666666666667,0.5599999999999999,0.36333333333333334,0.4366666666666667,ten_2014_4,14.333333333333334,23.0,62.333333333333336,66.93333333333334,53.699999999999996,71.7,67.16666666666667,56.1,79.39999999999999,58.93333333333334,59.63333333333333,58.400000000000006,59.56666666666666,62.20000000000001
ind_2014_5,5,2014.0,-2.5,49.5,cover,-3.0,47.5,0.5,2.0,0,0,0.5866666666666666,0.6433333333333334,0.6366666666666667,0.5433333333333333,0.3466666666666667,0.4533333333333333,0.27666666666666667,0.6066666666666666,21.333333333333332,37.333333333333336,75.03333333333332,76.83333333333333,73.73333333333333,84.6,75.06666666666666,61.5,66.13333333333333,61.79999999999999,62.43333333333334,64.86666666666666,59.70000000000001,62.63333333333333,ind,indvsbal_2014_5,0,0,1,70,0,0.71,0.7400000000000001,0.7533333333333333,0.6533333333333333,0.42333333333333334,0.41,0.4366666666666667,0.6266666666666666,bal_2014_5,29.0,12.333333333333334,76.76666666666667,76.33333333333333,66.56666666666666,82.73333333333333,74.7,60.06666666666666,73.36666666666667,68.0,77.7,68.2,66.06666666666666,56.166666666666664
ind_2014_7,7,2014.0,-3.0,50.5,cover,-3.0,49.0,0.0,1.5,0,0,0.6433333333333334,0.6233333333333334,0.6066666666666666,0.5566666666666666,0.45999999999999996,0.61,0.19000000000000003,0.6033333333333334,19.333333333333332,31.333333333333332,74.93333333333332,76.33333333333333,72.39999999999999,72.60000000000001,75.3,70.96666666666665,61.9,64.33333333333333,52.0,64.86666666666667,61.96666666666667,71.06666666666668,ind,indvscin_2014_7,0,0,1,70,0,0.58,0.6533333333333333,0.5466666666666667,0.71,0.3333333333333333,0.4466666666666666,0.26333333333333336,0.5866666666666667,cin_2014_7,29.0,29.0,68.63333333333334,74.96666666666668,75.03333333333333,83.03333333333335,65.93333333333334,67.53333333333333,71.63333333333334,57.26666666666667,64.16666666666667,61.23333333333333,54.666666666666664,55.900000000000006
ind_2014_11,11,2014.0,-3.0,58.0,no cover,-2.5,57.0,-0.5,1.0,0,1,0.69,0.65,0.57,0.6866666666666666,0.47666666666666674,0.48666666666666664,0.58,0.6533333333333333,25.0,33.666666666666664,74.8,71.83333333333333,64.23333333333333,64.60000000000001,69.2,66.96666666666667,69.7,68.60000000000001,84.93333333333334,65.7,53.199999999999996,64.23333333333333,ind,indvsne_2014_11,0,0,1,70,0,0.6533333333333334,0.6933333333333334,0.6766666666666666,0.5499999999999999,0.32999999999999996,0.4466666666666667,0.2833333333333333,0.73,ne_2014_11,40.333333333333336,23.0,76.76666666666667,75.46666666666668,83.6,67.76666666666667,74.43333333333332,52.400000000000006,64.26666666666667,67.36666666666666,69.63333333333333,72.03333333333333,58.4,67.36666666666667
ind_2014_12,12,2014.0,-13.0,49.0,cover,-13.5,50.5,0.5,-1.5,0,0,0.5233333333333333,0.5666666666666667,0.5199999999999999,0.5033333333333333,0.3,0.41333333333333333,0.3466666666666667,0.64,39.0,31.333333333333332,68.56666666666666,71.86666666666666,72.26666666666667,68.3,72.43333333333332,62.33333333333332,53.26666666666667,56.80000000000001,72.0,66.19999999999999,53.166666666666664,51.5,ind,indvsjax_2014_12,0,0,1,70,0,0.5,0.5333333333333333,0.4366666666666667,0.6333333333333334,0.3933333333333333,0.52,0.24,0.49,jax_2014_12,17.666666666666668,30.333333333333332,57.36666666666665,59.46666666666666,44.5,64.63333333333333,64.89999999999999,50.43333333333334,67.8,57.93333333333333,54.16666666666666,52.43333333333334,56.43333333333334,60.333333333333336
ind_2014_13,13,2014.0,-7.5,48.5,cover,-10.0,51.0,2.5,-2.5,0,0,0.5933333333333334,0.49666666666666665,0.47,0.4033333333333333,0.49333333333333335,0.6166666666666667,0.36000000000000004,0.6499999999999999,23.0,27.666666666666668,73.86666666666666,70.39999999999999,70.3,70.83333333333333,68.83333333333333,59.333333333333336,58.70000000000001,68.06666666666668,69.63333333333334,59.73333333333333,60.4,68.26666666666667,ind,indvswas_2014_13,0,0,1,70,0,0.3733333333333333,0.42333333333333334,0.2933333333333333,0.6900000000000001,0.27666666666666667,0.29333333333333333,0.45,0.5466666666666667,was_2014_13,15.333333333333334,24.333333333333332,59.23333333333333,59.699999999999996,50.166666666666664,55.13333333333333,59.666666666666664,61.333333333333336,67.50000000000001,60.199999999999996,63.6,71.63333333333333,60.800000000000004,57.1
ind_2014_15,15,2014.0,-7.0,49.0,push,-6.5,49.0,-0.5,0.0,0,1,0.64,0.5366666666666666,0.43333333333333335,0.6666666666666666,0.59,0.6666666666666666,0.4366666666666667,0.5466666666666667,18.0,32.333333333333336,76.06666666666666,71.3,68.0,73.23333333333333,64.03333333333335,66.63333333333333,71.60000000000001,75.2,70.9,57.26666666666666,56.833333333333336,80.63333333333334,ind,indvshou_2014_15,0,0,1,70,0,0.6033333333333334,0.5666666666666667,0.5833333333333334,0.48333333333333334,0.49000000000000005,0.5333333333333333,0.4366666666666667,0.5466666666666667,hou_2014_15,28.333333333333332,18.666666666666668,69.73333333333333,70.0,66.10000000000001,82.6,65.63333333333333,58.56666666666666,68.93333333333334,65.10000000000001,67.7,65.76666666666667,61.29999999999999,62.96666666666666
ind_2015_2,2,2015.0,-6.0,45.5,no cover,-7.0,47.0,1.0,-1.5,0,0,0.4,0.49,0.5,0.52,0.29,0.23,0.39,0.32,27.0,14.0,61.6,67.2,63.1,73.5,67.9,51.3,61.1,57.0,54.5,31.3,63.0,57.7,ind,indvsnyj_2015_2,0,0,1,70,0,0.69,0.55,0.49,0.66,0.56,0.63,0.53,0.51,nyj_2015_2,31.0,10.0,75.3,81.2,80.6,81.1,79.0,61.3,69.1,62.6,68.8,67.6,57.4,62.4
ind_2015_4,4,2015.0,-4.0,43.0,no cover,-8.5,47.0,4.5,-4.0,1,0,0.45333333333333337,0.4366666666666667,0.42,0.5766666666666667,0.3633333333333333,0.39999999999999997,0.42333333333333334,0.47,26.666666666666668,18.666666666666668,64.36666666666666,64.93333333333334,51.300000000000004,63.03333333333333,70.86666666666667,56.333333333333336,64.13333333333334,62.6,67.93333333333334,56.96666666666666,59.699999999999996,59.23333333333333,ind,indvsjax_2015_4,0,0,1,70,0,0.48,0.4666666666666666,0.5166666666666666,0.5133333333333333,0.3666666666666667,0.47,0.45333333333333337,0.4833333333333334,jax_2015_4,16.333333333333332,30.333333333333332,65.16666666666667,66.06666666666666,57.5,70.56666666666666,63.53333333333333,62.5,68.33333333333333,60.6,58.36666666666667,66.0,66.53333333333335,56.300000000000004
ind_2015_7,7,2015.0,-5.5,52.5,no cover,-6.0,52.5,0.5,0.0,0,0,0.5333333333333333,0.49333333333333335,0.5466666666666667,0.4633333333333334,0.35333333333333333,0.49333333333333335,0.33666666666666667,0.5966666666666667,22.333333333333332,23.333333333333332,69.3,70.93333333333334,68.8,80.76666666666667,67.16666666666667,57.03333333333334,67.26666666666667,60.53333333333333,64.0,65.86666666666666,63.13333333333333,56.9,ind,indvsno_2015_7,0,0,1,70,0,0.43999999999999995,0.49666666666666665,0.5166666666666666,0.5266666666666667,0.29333333333333333,0.4533333333333333,0.25333333333333335,0.4533333333333333,no_2015_7,24.666666666666668,26.666666666666668,68.86666666666666,72.7,73.53333333333333,74.76666666666667,69.43333333333334,55.6,68.03333333333332,59.5,55.1,66.0,55.73333333333333,65.16666666666667
ind_2015_12,12,2015.0,-3.0,46.5,cover,-3.0,46.5,0.0,0.0,0,0,0.5633333333333334,0.44,0.5233333333333333,0.42333333333333334,0.48666666666666664,0.5566666666666666,0.5333333333333333,0.5466666666666666,24.666666666666668,25.666666666666668,70.5,66.83333333333334,57.76666666666666,76.73333333333333,63.46666666666666,58.86666666666667,70.13333333333334,66.43333333333334,71.76666666666667,64.53333333333332,56.86666666666667,63.800000000000004,ind,indvstb_2015_12,0,0,1,70,0,0.5833333333333334,0.49333333333333335,0.5866666666666666,0.5233333333333333,0.5066666666666667,0.5966666666666667,0.4533333333333333,0.44333333333333336,tb_2015_12,24.333333333333332,18.333333333333332,73.16666666666667,74.26666666666667,73.26666666666667,62.06666666666666,72.36666666666666,59.83333333333334,73.10000000000001,66.43333333333334,57.866666666666674,68.89999999999999,60.56666666666667,71.93333333333332
ind_2015_15,15,2015.0,-2.5,42.0,no cover,0.0,41.0,2.5,1.0,0,0,0.3133333333333334,0.26,0.3333333333333333,0.3833333333333333,0.35333333333333333,0.48,0.3566666666666667,0.49666666666666665,36.0,17.0,61.5,64.76666666666667,60.06666666666666,69.13333333333334,65.43333333333334,56.76666666666667,64.33333333333333,55.93333333333334,65.56666666666666,58.36666666666665,66.3,44.63333333333333,ind,indvshou_2015_15,0,0,1,70,0,0.5533333333333333,0.4466666666666667,0.4366666666666667,0.5533333333333333,0.48333333333333334,0.5599999999999999,0.4033333333333333,0.51,hou_2015_15,17.0,21.0,65.13333333333334,64.96666666666667,59.133333333333326,72.36666666666666,65.60000000000001,58.96666666666666,64.93333333333334,64.3,62.20000000000001,57.70000000000001,66.26666666666667,60.26666666666667
ind_2015_17,17,2015.0,-3.5,39.0,cover,-3.5,39.5,0.0,-0.5,0,0,0.44666666666666677,0.35333333333333333,0.36999999999999994,0.49,0.42333333333333334,0.5499999999999999,0.37666666666666665,0.5399999999999999,26.333333333333332,14.666666666666666,69.10000000000001,66.93333333333332,56.800000000000004,62.13333333333333,65.10000000000001,70.96666666666665,66.36666666666666,68.73333333333333,69.43333333333334,53.633333333333326,73.66666666666667,60.13333333333333,ind,indvsten_2015_17,0,0,1,70,0,0.34333333333333343,0.3433333333333333,0.41,0.3400000000000001,0.3,0.38666666666666666,0.3566666666666667,0.5033333333333333,ten_2015_17,10.0,32.333333333333336,61.1,56.833333333333336,47.1,63.26666666666667,62.46666666666666,50.166666666666664,59.36666666666667,65.56666666666668,68.0,62.43333333333333,66.36666666666667,56.300000000000004
ind_2016_5,5,2016.0,-4.0,47.5,cover,-4.5,47.5,0.5,0.0,0,0,0.4466666666666667,0.5466666666666667,0.4633333333333333,0.5366666666666666,0.36666666666666664,0.41333333333333333,0.4633333333333334,0.5299999999999999,28.666666666666668,24.333333333333332,62.1,61.93333333333334,67.73333333333333,63.833333333333336,59.9,59.73333333333333,58.46666666666667,57.73333333333333,58.633333333333326,63.13333333333333,63.333333333333336,54.56666666666666,ind,indvschi_2016_5,0,0,1,70,0,0.5033333333333333,0.59,0.52,0.47000000000000003,0.4633333333333334,0.48333333333333334,0.49333333333333335,0.3833333333333333,chi_2016_5,16.0,24.666666666666668,67.86666666666666,68.96666666666665,68.06666666666666,73.53333333333333,66.83333333333333,52.46666666666667,73.60000000000001,61.76666666666667,64.7,60.9,57.63333333333333,63.6
ind_2016_11,11,2016.0,-3.0,53.5,cover,-3.0,52.0,0.0,1.5,0,0,0.5633333333333334,0.6266666666666666,0.5066666666666667,0.6033333333333334,0.41333333333333333,0.44333333333333336,0.51,0.57,27.333333333333332,26.333333333333332,66.96666666666665,71.96666666666667,78.36666666666667,59.833333333333336,69.39999999999999,53.43333333333334,68.63333333333334,56.76666666666667,66.96666666666667,58.400000000000006,57.9,52.93333333333333,ind,indvsten_2016_11,0,0,1,70,0,0.6633333333333334,0.8300000000000001,0.83,0.5766666666666667,0.31666666666666665,0.3466666666666667,0.61,0.5666666666666665,ten_2016_11,39.333333333333336,30.0,77.26666666666667,78.1,79.2,77.63333333333333,77.63333333333334,62.5,66.76666666666667,67.10000000000001,65.53333333333333,68.69999999999999,65.03333333333335,64.46666666666667
ind_2016_14,14,2016.0,-6.5,47.5,no cover,-6.0,47.0,-0.5,0.5,0,1,0.5599999999999999,0.5933333333333333,0.56,0.4166666666666667,0.44333333333333336,0.4366666666666667,0.5533333333333333,0.59,18.333333333333332,24.0,68.83333333333333,72.86666666666666,74.6,65.53333333333333,72.36666666666667,57.699999999999996,62.666666666666664,57.73333333333333,56.666666666666664,69.36666666666666,53.43333333333334,61.333333333333336,ind,indvshou_2016_14,0,0,1,70,0,0.43333333333333335,0.5100000000000001,0.4566666666666667,0.4166666666666667,0.44,0.42,0.59,0.4266666666666667,hou_2016_14,15.333333333333334,23.0,61.26666666666667,62.93333333333333,55.73333333333333,62.03333333333333,64.69999999999999,56.13333333333335,65.23333333333333,58.96666666666667,72.89999999999999,64.03333333333332,54.833333333333336,55.833333333333336
ind_2016_17,17,2016.0,-5.5,48.5,no cover,-6.0,48.0,0.5,0.5,0,0,0.6066666666666666,0.6633333333333332,0.57,0.57,0.4633333333333334,0.5399999999999999,0.49333333333333335,0.49666666666666665,20.333333333333332,25.333333333333332,70.86666666666666,72.16666666666667,72.16666666666667,58.46666666666667,69.53333333333335,63.96666666666666,71.93333333333332,65.66666666666667,64.93333333333332,61.56666666666667,60.6,64.96666666666667,ind,indvsjax_2016_17,0,0,1,70,0,0.6,0.57,0.5366666666666666,0.43999999999999995,0.5200000000000001,0.45333333333333337,0.6833333333333335,0.6033333333333334,jax_2016_17,24.666666666666668,21.0,68.66666666666667,63.63333333333333,59.23333333333333,69.89999999999999,63.43333333333334,56.699999999999996,68.63333333333334,70.3,74.5,65.6,61.63333333333333,64.9
ind_2017_17,17,2017.0,-5.5,41.5,cover,0.0,43.0,5.5,-1.5,1,0,0.4466666666666667,0.5266666666666667,0.45999999999999996,0.4166666666666667,0.39666666666666667,0.3866666666666667,0.4200000000000001,0.52,20.333333333333332,12.0,69.36666666666667,62.43333333333334,57.333333333333336,77.3,58.166666666666664,63.800000000000004,59.9,73.46666666666668,75.03333333333333,61.633333333333326,62.033333333333324,70.3,ind,indvshou_2017_17,0,0,1,70,0,0.21666666666666667,0.33666666666666667,0.3,0.3833333333333333,0.29333333333333333,0.31,0.3633333333333333,0.44333333333333336,hou_2017_17,9.666666666666666,35.0,57.199999999999996,58.166666666666664,51.6,52.36666666666667,61.800000000000004,65.50000000000001,58.03333333333333,58.333333333333336,67.93333333333334,66.83333333333333,59.166666666666664,49.46666666666667
ind_2018_7,7,2018.0,-7.0,43.5,cover,-7.5,43.5,0.5,0.0,0,0,0.48333333333333334,0.42333333333333334,0.42333333333333334,0.4466666666666666,0.42,0.4466666666666667,0.4633333333333334,0.57,39.0,30.666666666666668,70.2,69.5,74.03333333333333,80.43333333333334,62.66666666666668,60.43333333333334,60.86666666666665,64.5,78.56666666666666,69.46666666666665,60.43333333333334,53.73333333333333,ind,indvsbuf_2018_7,0,0,1,70,0,0.42,0.17666666666666667,0.18333333333333335,0.4033333333333333,0.7533333333333333,0.7866666666666666,0.5366666666666667,0.42333333333333334,buf_2018_7,8.666666666666666,18.0,62.1,55.70000000000001,43.4,73.16666666666667,59.53333333333333,60.63333333333333,52.26666666666667,69.23333333333333,65.73333333333333,55.13333333333335,68.2,64.0
ind_2018_10,10,2018.0,-3.0,48.0,push,-3.5,47.5,0.5,0.5,0,0,0.5833333333333334,0.5466666666666666,0.5300000000000001,0.61,0.4000000000000001,0.4466666666666666,0.39333333333333337,0.57,25.0,37.666666666666664,78.03333333333333,76.5,73.86666666666666,78.7,69.46666666666667,72.2,69.66666666666666,70.5,73.93333333333334,66.13333333333333,61.29999999999999,67.19999999999999,ind,indvsjax_2018_10,0,0,1,70,0,0.4066666666666667,0.3333333333333333,0.32999999999999996,0.4066666666666667,0.4166666666666667,0.5133333333333333,0.36000000000000004,0.5966666666666667,jax_2018_10,10.666666666666666,28.0,62.63333333333333,54.13333333333335,63.166666666666664,52.43333333333334,53.29999999999999,51.36666666666667,54.96666666666667,71.13333333333334,68.06666666666666,72.63333333333333,72.26666666666667,64.10000000000001
ind_2018_11,11,2018.0,-1.0,49.5,cover,-3.0,48.0,2.0,1.5,0,0,0.63,0.6233333333333334,0.6166666666666667,0.6133333333333333,0.39666666666666667,0.45999999999999996,0.38000000000000006,0.5066666666666666,19.666666666666668,36.0,77.53333333333333,79.93333333333334,82.53333333333333,75.80000000000001,72.43333333333332,72.7,67.3,65.93333333333334,67.46666666666667,61.26666666666666,59.79999999999999,65.06666666666666,ind,indvsten_2018_11,0,0,1,70,0,0.6666666666666666,0.5566666666666666,0.5599999999999999,0.59,0.54,0.5266666666666667,0.6266666666666667,0.5433333333333333,ten_2018_11,27.0,14.666666666666666,76.86666666666666,76.63333333333333,72.43333333333332,74.43333333333334,71.76666666666665,72.80000000000001,67.66666666666667,69.7,74.5,72.0,61.833333333333336,64.63333333333333
ind_2018_12,12,2018.0,-8.0,52.5,no cover,-10.0,51.0,2.0,1.5,0,0,0.6533333333333333,0.6133333333333334,0.6233333333333334,0.57,0.42,0.42,0.5100000000000001,0.5566666666666666,21.333333333333332,36.333333333333336,76.86666666666667,80.46666666666665,83.60000000000001,78.13333333333333,73.96666666666665,67.60000000000001,65.56666666666666,62.866666666666674,76.23333333333333,60.93333333333333,59.4,56.03333333333333,ind,indvsmia_2018_12,0,0,1,70,0,0.37333333333333335,0.33666666666666667,0.2966666666666667,0.4966666666666666,0.3666666666666667,0.4366666666666667,0.27666666666666667,0.5833333333333334,mia_2018_12,16.0,26.333333333333332,65.56666666666666,58.26666666666667,49.4,54.0,64.03333333333333,75.23333333333333,45.56666666666666,67.9,69.66666666666667,65.66666666666667,60.333333333333336,64.53333333333333
ind_2018_15,15,2018.0,-3.0,46.5,cover,-2.5,47.0,-0.5,-0.5,0,1,0.54,0.43333333333333335,0.4633333333333334,0.34,0.53,0.5566666666666666,0.5033333333333334,0.49333333333333335,17.0,17.0,74.73333333333333,72.10000000000001,76.23333333333333,68.16666666666667,70.03333333333333,56.63333333333333,61.19999999999999,71.50000000000001,79.03333333333333,65.26666666666665,64.36666666666666,65.56666666666666,ind,indvsdal_2018_15,0,0,1,70,0,0.68,0.45,0.45999999999999996,0.4566666666666666,0.6966666666666667,0.7366666666666667,0.5533333333333333,0.5633333333333334,dal_2018_15,24.333333333333332,18.666666666666668,76.5,70.16666666666667,64.86666666666667,65.80000000000001,70.13333333333334,70.43333333333334,59.333333333333336,78.33333333333334,68.60000000000001,55.63333333333333,76.10000000000001,75.10000000000001
ind_2018_16,16,2018.0,-9.5,48.5,no cover,-9.0,47.0,-0.5,1.5,0,1,0.6266666666666666,0.4833333333333334,0.5,0.39666666666666667,0.5766666666666667,0.6033333333333334,0.5133333333333334,0.5366666666666666,9.0,15.666666666666666,72.03333333333333,69.43333333333334,74.23333333333333,66.7,65.8,59.46666666666666,58.833333333333336,69.16666666666667,76.23333333333333,69.96666666666665,62.1,64.36666666666666,ind,indvsnyg_2018_16,0,0,1,70,0,0.6233333333333334,0.41333333333333333,0.44333333333333336,0.42333333333333334,0.6033333333333334,0.6900000000000001,0.4466666666666667,0.6766666666666666,nyg_2018_16,23.333333333333332,20.0,67.90000000000002,61.366666666666674,47.06666666666666,68.83333333333333,64.5,70.36666666666666,55.333333333333336,70.73333333333333,65.5,49.79999999999999,68.9,74.43333333333334
ind_2019_3,3,2019.0,-1.5,48.0,cover,-2.5,47.5,1.0,0.5,0,0,0.465,0.69,0.595,0.785,0.5,0.475,0.295,0.31,23.5,21.5,68.4,72.55000000000001,64.25,70.5,62.95,75.35,71.05000000000001,68.35,63.7,46.7,72.2,61.95,ind,indvsatl_2019_3,0,0,1,70,0,0.39,0.525,0.495,0.5449999999999999,0.54,0.42000000000000004,0.39,0.395,atl_2019_3,18.0,24.0,65.8,63.2,59.099999999999994,60.25,70.35,50.95,52.7,67.35,70.6,65.4,77.94999999999999,56.25
ind_2019_7,7,2019.0,-1.0,46.5,cover,-1.0,49.0,0.0,-2.5,0,0,0.4266666666666667,0.5933333333333333,0.5533333333333333,0.6233333333333334,0.4633333333333334,0.38000000000000006,0.37666666666666665,0.49333333333333335,22.666666666666668,23.333333333333332,65.46666666666667,67.8,53.6,68.73333333333333,64.06666666666666,67.43333333333334,71.3,56.93333333333334,60.76666666666667,62.199999999999996,62.4,54.13333333333333,ind,indvshou_2019_7,0,0,1,70,0,0.49666666666666665,0.6333333333333333,0.62,0.7000000000000001,0.54,0.4366666666666667,0.4266666666666667,0.45,hou_2019_7,31.333333333333332,24.0,70.76666666666667,72.60000000000001,64.86666666666667,78.93333333333332,71.7,74.5,60.29999999999999,67.13333333333333,73.66666666666667,42.76666666666667,71.56666666666666,58.43333333333334
ind_2019_8,8,2019.0,-6.0,42.0,no cover,-6.5,44.0,0.5,-2.0,0,0,0.47666666666666674,0.5866666666666667,0.5599999999999999,0.5733333333333333,0.5433333333333333,0.4633333333333334,0.39666666666666667,0.49000000000000005,22.333333333333332,24.333333333333332,65.56666666666666,67.16666666666667,60.300000000000004,72.83333333333333,62.43333333333334,60.800000000000004,68.73333333333333,58.73333333333333,56.199999999999996,56.76666666666667,63.56666666666666,58.23333333333333,ind,indvsden_2019_8,0,0,1,70,0,0.4833333333333334,0.45,0.34,0.7033333333333335,0.7600000000000001,0.59,0.6033333333333334,0.3466666666666667,den_2019_8,14.0,14.333333333333334,75.06666666666666,63.833333333333336,60.166666666666664,71.76666666666667,62.199999999999996,64.0,59.833333333333336,81.26666666666667,83.9,65.86666666666666,69.4,75.60000000000001
ind_2019_10,10,2019.0,-11.0,44.0,no cover,-12.0,43.5,1.0,0.5,0,0,0.5266666666666667,0.6699999999999999,0.61,0.6533333333333333,0.5333333333333333,0.4466666666666666,0.39666666666666667,0.46,20.666666666666668,23.0,65.73333333333333,65.93333333333334,68.0,57.96666666666667,64.7,56.333333333333336,65.76666666666667,65.43333333333332,57.333333333333336,63.9,63.03333333333334,67.26666666666667,ind,indvsmia_2019_10,0,0,1,70,0,0.3933333333333333,0.6699999999999999,0.6833333333333332,0.57,0.37000000000000005,0.33666666666666667,0.26666666666666666,0.4366666666666667,mia_2019_10,20.333333333333332,25.333333333333332,60.06666666666666,63.53333333333333,70.53333333333333,40.13333333333333,66.06666666666666,62.73333333333333,53.333333333333336,53.96666666666667,53.9,64.66666666666667,61.866666666666674,53.43333333333334
ind_2019_11,11,2019.0,-2.5,41.5,cover,-3.0,44.0,0.5,-2.5,0,0,0.45333333333333337,0.51,0.43333333333333335,0.6766666666666667,0.6033333333333333,0.5,0.4566666666666667,0.45,18.333333333333332,17.0,70.16666666666666,66.33333333333333,61.43333333333334,62.03333333333333,60.93333333333334,61.333333333333336,75.46666666666668,73.46666666666667,67.63333333333334,67.8,65.66666666666667,73.10000000000001,ind,indvsjax_2019_11,0,0,1,70,0,0.4666666666666666,0.5433333333333333,0.5666666666666667,0.5533333333333333,0.61,0.48000000000000004,0.47000000000000003,0.4166666666666667,jax_2019_11,19.666666666666668,19.333333333333332,69.23333333333333,65.60000000000001,72.03333333333333,66.53333333333333,64.1,62.099999999999994,54.300000000000004,71.66666666666667,75.8,60.43333333333334,68.43333333333334,65.33333333333333
ind_2019_16,16,2019.0,-7.0,46.5,cover,-6.5,46.5,-0.5,0.0,0,1,0.36333333333333334,0.5833333333333334,0.5166666666666667,0.6833333333333332,0.43999999999999995,0.3466666666666666,0.36999999999999994,0.3966666666666667,34.333333333333336,19.666666666666668,62.96666666666666,64.16666666666667,56.56666666666666,77.1,63.13333333333333,57.86666666666667,64.60000000000001,60.29999999999999,60.53333333333334,64.83333333333333,63.666666666666664,56.46666666666667,ind,indvscar_2019_16,0,0,1,70,0,0.27999999999999997,0.48666666666666664,0.38999999999999996,0.7066666666666667,0.37333333333333335,0.42,0.15666666666666665,0.5099999999999999,car_2019_16,21.666666666666668,33.0,57.73333333333334,61.43333333333334,50.166666666666664,61.900000000000006,63.70000000000001,61.666666666666664,61.46666666666667,51.833333333333336,43.43333333333334,54.36666666666667,62.166666666666664,57.53333333333333
ind_2020_2,2,2020.0,-3.0,49.0,cover,-3.0,47.5,0.0,1.5,0,0,0.2,0.48,0.62,0.43,0.14,0.12,0.44,0.46,27.0,20.0,69.1,68.9,69.5,69.4,65.6,62.2,67.6,61.4,68.5,61.0,57.4,58.9,ind,indvsmin_2020_2,0,0,1,70,0,0.57,0.78,0.77,0.83,0.39,0.35,0.41,0.56,min_2020_2,34.0,43.0,62.7,82.2,85.3,58.9,76.6,78.6,66.2,39.3,37.4,55.0,44.5,52.1
ind_2020_3,3,2020.0,-11.5,44.0,cover,-9.5,44.0,-2.0,0.0,0,1,0.395,0.45999999999999996,0.595,0.495,0.44,0.36,0.475,0.525,19.0,24.0,75.75,75.35,74.2,72.1,69.94999999999999,64.95,73.8,66.3,61.2,63.55,63.349999999999994,69.85,ind,indvsnyj_2020_3,0,0,1,70,0,0.4,0.46499999999999997,0.615,0.51,0.47,0.36,0.585,0.46,nyj_2020_3,15.0,29.0,60.0,62.0,61.9,45.25,58.8,66.4,70.1,53.75,62.45,42.25,63.35,48.7
ind_2020_6,6,2020.0,-7.5,45.5,no cover,-9.5,46.0,2.0,-0.5,0,0,0.5333333333333333,0.5133333333333333,0.6699999999999999,0.5333333333333333,0.54,0.4366666666666667,0.54,0.6566666666666666,16.666666666666668,26.0,71.63333333333334,69.43333333333332,58.833333333333336,69.73333333333333,71.53333333333332,63.93333333333334,67.89999999999999,65.83333333333333,69.03333333333333,52.800000000000004,63.06666666666666,62.20000000000001,ind,indvscin_2020_6,0,0,1,70,0,0.2966666666666667,0.35333333333333333,0.5199999999999999,0.48333333333333334,0.37999999999999995,0.35666666666666663,0.4166666666666667,0.5299999999999999,cin_2020_6,19.666666666666668,25.0,70.16666666666667,70.7,68.7,63.9,71.5,63.33333333333332,59.86666666666667,61.699999999999996,53.46666666666666,62.36666666666667,60.333333333333336,66.73333333333333
