player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,week,year
Christian Barmore,82198,DI,NE,1,0,0,19,53.4,1,0,27,100.0,3.7,1,0,1.9,0,28,28,1,0,56.7,1,0,13,100.0,7.7,1,3.8,0,14,14,1,4,2022
Teair Tart,82261,DI,TEN,1,2,0,31,84.1,0,1,17,100.0,5.9,1,0,2.9,0,17,17,1,1,88.6,0,1,8,100.0,12.5,1,6.3,0,8,8,1,4,2022
Devonte Wyatt,82268,DI,GB,1,0,0,12,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,4,2022
Marquan McCall,82301,DI,CAR,1,0,0,5,55.7,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,4,2022
Aidan Hutchinson,82330,ED,DET,1,0,0,11,66.2,2,1,24,96.2,12.5,3,1,6.3,0,26,25,3,0,73.9,1,1,8,88.9,25.0,2,12.5,0,9,8,2,4,2022
Cameron Thomas,82387,ED,ARZ,1,0,0,1,69.0,0,0,6,100.0,33.3,2,0,0.0,0,6,6,0,0,53.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0,4,2022
Kingsley Enagbare,82409,ED,GB,1,0,0,12,54.3,0,0,4,66.7,0.0,0,0,0.0,0,6,4,0,0,56.1,0,0,2,66.7,0.0,0,0.0,0,3,2,0,4,2022
Daviyon Nixon,82488,DI,CAR,1,0,0,5,55.0,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,56.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0,4,2022
Tommy Togiai,82501,DI,CLV,1,0,0,8,55.2,0,0,10,100.0,0.0,0,1,0.0,0,10,10,0,0,58.7,0,0,2,100.0,0.0,0,0.0,0,2,2,0,4,2022
Quay Walker,82547,LB,GB,1,0,0,12,59.6,0,1,8,40.0,0.0,0,0,6.3,0,20,8,1,0,68.0,0,1,3,37.5,0.0,0,16.7,0,8,3,1,4,2022
Roger McCreary,83176,CB,TEN,1,0,2,31,51.9,0,0,5,11.9,0.0,0,2,0.0,0,42,5,0,0,58.7,0,0,1,4.2,0.0,0,0.0,0,24,1,0,4,2022
Jaycee Horn,83375,CB,CAR,1,1,0,5,73.9,0,0,2,7.7,0.0,0,0,0.0,0,39,3,0,1,73.9,0,0,2,16.7,0.0,0,0.0,0,18,3,0,4,2022
Jevon Holland,83873,S,MIA,1,0,0,17,60.0,0,0,1,2.8,0.0,0,0,0.0,0,36,1,0,0,,0,0,0,0.0,,0,,0,9,0,0,4,2022
Talanoa Hufanga,83903,S,SF,1,0,0,28,58.3,0,0,1,1.8,0.0,0,0,0.0,0,57,1,0,0,58.3,0,0,1,2.9,0.0,0,0.0,0,34,1,0,4,2022
Jordan Davis,94854,DI,PHI,1,0,0,24,56.1,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,58.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0,4,2022
Alex Wright,98318,ED,CLV,1,0,0,8,52.4,0,2,18,100.0,11.1,2,0,5.6,0,18,18,2,0,51.9,0,0,6,100.0,0.0,0,0.0,0,6,6,0,4,2022
George Karlaftis,98319,ED,KC,1,0,0,16,55.4,0,0,29,90.9,6.9,2,0,0.0,0,33,30,0,0,50.9,0,0,8,90.0,0.0,0,0.0,0,10,9,0,4,2022
Kayvon Thibodeaux,98444,ED,NYG,1,0,0,21,59.6,1,3,25,86.7,12.0,3,1,8.0,0,30,26,4,0,61.9,1,1,12,85.7,16.7,2,8.3,0,14,12,2,4,2022
DeMarvin Leal,98919,ED,PIT,1,0,0,25,64.0,0,2,13,100.0,23.1,3,0,7.7,0,14,14,2,0,75.3,0,2,4,100.0,75.0,3,25.0,0,4,4,2,4,2022
Travon Walker,98940,ED,JAX,1,0,0,15,48.5,0,1,20,80.8,0.0,0,0,2.5,0,26,21,1,0,51.6,0,0,6,75.0,0.0,0,0.0,0,8,6,0,4,2022
Jermaine Johnson II,99015,ED,NYJ,1,0,0,22,67.6,0,0,8,100.0,25.0,2,0,12.5,1,10,10,1,0,66.4,0,0,3,100.0,33.3,1,0.0,0,3,3,0,4,2022
Sam Williams,99106,ED,DAL,1,0,0,9,63.6,1,0,11,100.0,9.1,1,0,4.5,0,12,12,1,0,52.7,0,0,5,100.0,0.0,0,0.0,0,5,5,0,4,2022
Dane Belton,101398,S,NYG,1,0,0,21,57.9,0,1,2,6.9,50.0,1,1,25.0,0,29,2,1,0,59.0,0,0,1,7.7,0.0,0,0.0,0,13,1,0,4,2022
Jaquan Brisker,101665,S,CHI,1,0,0,6,56.4,0,0,5,23.1,0.0,0,0,20.0,1,26,6,1,0,,0,0,0,0.0,,0,,0,5,0,0,4,2022
Prince Emili,106599,DI,BUF,1,1,0,4,62.8,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,57.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0,4,2022
Dee Alford,110542,CB,ATL,1,0,0,2,59.0,0,0,1,6.7,0.0,0,0,0.0,0,15,1,0,0,59.0,0,0,1,9.1,0.0,0,0.0,0,11,1,0,4,2022
Perrion Winfrey,122952,DI,CLV,1,0,0,8,66.8,0,1,5,100.0,20.0,1,0,10.0,0,5,5,1,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,4,2022
Jaylen Watson,131960,CB,KC,1,0,1,16,60.0,0,0,1,1.9,0.0,0,1,0.0,0,53,1,0,0,,0,0,0,0.0,,0,,0,22,0,0,4,2022
Kader Kohou,156070,CB,MIA,1,0,0,17,60.0,0,0,1,3.2,0.0,0,0,0.0,0,31,1,0,0,,0,0,0,0.0,,0,,0,10,0,0,4,2022
Calais Campbell,4364,DI,BLT,1,0,0,3,63.2,2,1,27,96.8,14.8,4,0,5.6,0,31,30,3,0,64.2,1,0,12,100.0,16.7,2,4.2,0,14,14,1,5,2022
Tyson Alualu,5535,DI,PIT,1,0,0,25,52.5,0,0,12,100.0,0.0,0,0,0.0,0,12,12,0,0,54.8,0,0,5,100.0,0.0,0,0.0,0,5,5,0,5,2022
Brandon Graham,5538,ED,PHI,1,0,0,24,90.0,0,1,22,91.7,22.7,5,0,2.3,0,24,22,1,0,72.0,0,0,5,100.0,40.0,2,0.0,0,5,5,0,5,2022
Jason Pierre-Paul,5540,ED,BLT,1,2,0,3,80.3,0,0,28,90.6,17.9,5,0,3.6,1,32,29,1,1,69.3,0,0,13,86.7,15.4,2,7.7,1,15,13,1,5,2022
Jerry Hughes,5556,ED,HST,1,0,0,13,57.4,0,3,32,100.0,9.4,3,0,4.7,0,33,33,3,0,56.7,0,1,19,100.0,10.5,2,2.6,0,20,20,1,5,2022
Carlos Dunlap,5579,ED,KC,1,0,0,16,57.6,0,1,16,85.0,12.5,2,0,3.1,0,20,17,1,0,57.1,0,1,9,76.9,11.1,1,5.6,0,13,10,1,5,2022
Corey Peters,5607,DI,JAX,1,0,0,15,54.3,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0,5,2022
Al Woods,5646,DI,SEA,1,0,0,29,67.5,0,0,5,100.0,20.0,1,0,20.0,1,5,5,1,0,,0,0,0,,,0,,0,0,0,0,5,2022
Von Miller,6154,ED,BUF,1,0,0,4,66.2,1,1,30,100.0,10.0,3,1,6.7,1,32,32,3,0,68.2,1,1,15,100.0,20.0,3,13.3,1,16,16,3,5,2022
J.J. Watt,6163,ED,ARZ,1,0,0,1,67.3,1,2,26,100.0,15.4,4,0,9.6,1,26,26,4,0,74.8,0,2,11,100.0,36.4,4,18.2,1,11,11,3,5,2022
Robert Quinn,6166,ED,CHI,1,0,0,6,56.5,0,3,30,97.1,10.0,3,1,5.0,0,34,33,3,0,48.5,0,1,15,94.4,6.7,1,3.3,0,18,17,1,5,2022
Cameron Jordan,6176,ED,NO,1,0,0,20,59.0,0,1,22,100.0,9.1,2,0,11.4,2,24,24,3,0,55.7,0,0,12,100.0,8.3,1,8.3,1,14,14,1,5,2022
Cameron Heyward,6183,DI,PIT,1,0,0,25,52.6,0,1,27,100.0,11.1,3,0,1.9,0,28,28,1,0,52.4,0,0,10,100.0,0.0,0,0.0,0,10,10,0,5,2022
Josh Bynes,6503,LB,BLT,1,0,0,3,67.9,0,0,4,21.7,0.0,0,0,25.0,1,23,5,1,0,71.2,0,0,2,42.9,0.0,0,50.0,1,7,3,1,5,2022
Mario Addison,6558,ED,HST,1,0,0,13,58.5,0,3,34,100.0,8.8,3,0,4.4,0,35,35,3,0,55.3,0,1,20,100.0,10.0,2,2.5,0,21,21,1,5,2022
Fletcher Cox,7018,DI,PHI,1,0,0,24,66.0,1,1,35,100.0,8.6,3,0,2.9,0,35,35,2,0,68.7,1,0,13,100.0,7.7,1,3.8,0,13,13,1,5,2022
Michael Brockers,7020,DI,DET,1,0,0,11,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
Melvin Ingram III,7024,ED,MIA,1,0,0,17,57.0,0,2,15,88.2,0.0,0,1,6.7,0,17,15,2,0,54.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0,5,2022
Chandler Jones,7027,ED,LV,1,0,1,23,60.5,1,3,41,100.0,17.1,7,1,4.9,0,43,43,4,0,67.9,1,3,21,100.0,33.3,7,9.5,0,22,22,4,5,2022
Bobby Wagner,7050,LB,LA,1,0,0,26,77.8,1,0,6,31.6,33.3,2,0,8.3,0,19,6,1,0,70.2,1,0,2,25.0,50.0,1,25.0,0,8,2,1,5,2022
Lavonte David,7060,LB,TB,1,0,0,30,56.2,0,0,3,8.1,0.0,0,0,0.0,0,37,3,0,0,59.1,0,0,1,33.3,0.0,0,0.0,0,3,1,0,5,2022
Demario Davis,7079,LB,NO,1,0,0,20,74.7,0,1,1,5.9,200.0,2,0,150.0,1,34,2,2,0,60.0,0,0,0,6.7,,0,,0,15,1,0,5,2022
Rodney McLeod,7271,S,IND,1,0,0,14,53.3,0,1,1,2.2,0.0,0,1,50.0,0,46,1,1,0,53.3,0,1,1,6.3,0.0,0,50.0,0,16,1,1,5,2022
Tashaun Gipson Sr.,7288,S,SF,1,0,0,28,72.8,0,0,1,1.9,100.0,1,0,100.0,1,52,1,1,0,72.8,0,0,1,3.1,100.0,1,100.0,1,32,1,1,5,2022
Tyrann Mathieu,7850,S,NO,1,0,0,20,59.1,0,0,1,2.9,0.0,0,0,0.0,0,34,1,0,0,59.1,0,0,1,6.7,0.0,0,0.0,0,15,1,0,5,2022
John Jenkins,7863,DI,MIA,1,0,0,17,58.8,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
Akeem Spence,7882,DI,SF,1,0,0,28,50.5,0,0,13,100.0,0.0,0,0,0.0,0,15,15,0,0,51.8,0,0,7,100.0,0.0,0,0.0,0,9,9,0,5,2022
William Gholston,7908,DI,TB,1,0,0,30,62.4,0,1,13,100.0,7.7,1,0,3.8,0,14,14,1,0,,0,0,0,,,0,,0,0,0,0,5,2022
Nick Williams,8006,DI,NYG,1,0,0,21,65.6,1,2,19,95.2,15.8,3,0,7.9,0,21,20,3,0,82.1,1,2,6,85.7,50.0,3,25.0,0,7,6,3,5,2022
Tony Jefferson,8361,S,NYG,1,0,0,21,51.9,0,0,4,36.4,0.0,0,0,0.0,0,11,4,0,0,59.4,0,0,1,20.0,0.0,0,0.0,0,5,1,0,5,2022
Brandon Copeland,8378,ED,BLT,1,0,0,3,53.4,0,0,9,90.0,0.0,0,0,0.0,0,10,9,0,0,54.7,0,0,4,100.0,0.0,0,0.0,0,4,4,0,5,2022
Mike Purcell,8530,DI,DEN,1,0,0,10,64.9,0,0,12,100.0,16.7,2,0,0.0,0,14,14,0,0,70.3,0,0,8,100.0,25.0,2,0.0,0,9,9,0,5,2022
Jadeveon Clowney,8636,ED,CLV,1,0,0,8,62.6,0,5,26,100.0,15.4,4,0,9.6,0,28,28,5,0,61.5,0,2,12,100.0,16.7,2,8.3,0,12,12,2,5,2022
Khalil Mack,8640,ED,LAC,1,0,0,27,59.6,1,3,26,90.3,23.1,6,0,7.7,0,31,28,4,0,54.0,1,2,14,100.0,21.4,3,10.7,0,15,15,3,5,2022
Anthony Barr,8644,LB,DAL,1,0,0,9,55.7,0,0,3,9.7,0.0,0,0,0.0,0,31,3,0,0,58.3,0,0,1,5.9,0.0,0,0.0,0,17,1,0,5,2022
Aaron Donald,8648,DI,LA,1,0,0,26,93.7,1,3,18,100.0,38.9,7,0,22.2,2,18,18,6,0,95.0,0,2,8,100.0,62.5,5,37.5,2,8,8,4,5,2022
C.J. Mosley,8652,LB,NYJ,1,0,0,22,55.9,0,0,1,4.9,0.0,0,0,0.0,0,41,2,0,0,55.9,0,0,1,13.3,0.0,0,0.0,0,15,2,0,5,2022
Bradley Roby,8666,CB,NO,1,0,0,20,60.0,0,0,1,4.8,0.0,0,0,0.0,0,21,1,0,0,,0,0,0,0.0,,0,,0,12,0,0,5,2022
Demarcus Lawrence,8669,ED,DAL,1,0,0,9,78.5,0,6,27,93.1,18.5,5,0,11.1,0,29,27,6,0,66.3,0,4,14,93.3,21.4,3,14.3,0,15,14,4,5,2022
Kyle Van Noy,8675,ED,LAC,1,0,0,27,55.4,0,1,14,83.3,14.3,2,0,3.6,0,18,15,1,0,53.6,0,0,4,100.0,0.0,0,0.0,0,5,5,0,5,2022
Lamarcus Joyner,8676,S,NYJ,1,0,0,22,58.5,0,0,1,2.4,0.0,0,0,0.0,0,41,1,0,0,58.5,0,0,1,6.7,0.0,0,0.0,0,15,1,0,5,2022
Justin Ellis,8742,DI,NYG,1,0,0,21,52.8,0,0,15,94.4,0.0,0,0,0.0,0,18,17,0,0,59.7,0,0,0,50.0,,0,,0,2,1,0,5,2022
DaQuan Jones,8747,DI,BUF,1,0,0,4,87.9,0,2,28,100.0,21.4,6,0,7.1,1,30,30,3,0,91.1,0,2,15,100.0,40.0,6,13.3,1,16,16,3,5,2022
Brent Urban,8769,DI,BLT,1,1,0,3,64.2,0,0,8,100.0,0.0,0,0,0.0,0,9,9,0,1,68.8,0,0,4,100.0,0.0,0,0.0,0,4,4,0,5,2022
Devon Kennard,8809,ED,ARZ,1,0,0,1,50.8,0,0,12,92.3,0.0,0,0,0.0,0,13,12,0,0,53.2,0,0,5,100.0,0.0,0,0.0,0,5,5,0,5,2022
Shelby Harris,8869,DI,SEA,1,0,0,29,70.4,0,1,18,100.0,22.2,4,0,2.8,0,19,19,1,0,58.3,0,0,9,100.0,11.1,1,0.0,0,10,10,0,5,2022
Denico Autry,8982,ED,TEN,1,0,0,31,57.9,0,0,28,100.0,7.1,2,0,3.6,1,31,31,1,0,62.7,0,0,12,100.0,16.7,2,8.3,1,13,13,1,5,2022
Shaquil Barrett,9000,ED,TB,1,0,0,30,54.6,1,1,24,86.7,4.2,1,0,4.2,0,30,26,2,0,68.9,0,0,2,66.7,50.0,1,0.0,0,3,2,0,5,2022
Christian Jones,9020,ED,SEA,1,0,0,29,39.4,0,1,2,40.0,0.0,0,0,25.0,0,5,2,1,0,,0,0,0,0.0,,0,,0,1,0,0,5,2022
Kerry Hyder,9045,DI,SF,1,0,0,28,57.3,0,1,19,100.0,10.5,2,0,2.6,0,21,21,1,0,60.0,0,0,12,100.0,8.3,1,0.0,0,14,14,0,5,2022
Adrian Phillips,9177,S,NE,1,0,0,19,55.6,0,0,2,8.0,0.0,0,0,0.0,0,25,2,0,0,59.0,0,0,1,5.6,0.0,0,0.0,0,18,1,0,5,2022
Mike Pennel,9316,DI,CHI,1,0,0,6,70.0,0,1,13,100.0,15.4,2,0,3.8,0,13,13,1,0,69.0,0,1,2,100.0,50.0,1,25.0,0,2,2,1,5,2022
K'Waun Williams,9332,CB,DEN,1,0,0,10,56.3,0,1,1,2.0,100.0,1,0,50.0,0,49,1,1,0,56.3,0,1,1,3.1,100.0,1,50.0,0,32,1,1,5,2022
Dante Fowler Jr.,9436,ED,DAL,1,0,0,9,62.4,2,2,19,90.5,15.8,3,1,10.5,0,21,19,4,0,67.4,1,2,12,92.3,16.7,2,12.5,0,13,12,3,5,2022
Shaq Thompson,9458,LB,CAR,1,0,0,5,50.1,0,1,10,33.3,0.0,0,0,5.0,0,36,12,1,0,54.7,0,0,2,20.0,0.0,0,0.0,0,15,3,0,5,2022
Mario Edwards Jr.,9468,ED,TEN,1,0,0,31,56.7,1,1,25,93.1,12.0,3,0,4.0,0,29,27,2,0,58.3,1,1,13,100.0,15.4,2,7.7,0,15,15,2,5,2022
Preston Smith,9471,ED,GB,1,0,0,12,73.4,3,0,21,84.6,14.3,3,0,11.9,1,26,22,4,0,72.3,1,0,6,85.7,33.3,2,8.3,0,7,6,1,5,2022
Eric Kendricks,9478,LB,MIN,1,0,0,18,55.0,0,1,3,12.5,0.0,0,0,16.7,0,32,4,1,0,56.4,0,0,2,12.5,0.0,0,0.0,0,16,2,0,5,2022
Denzel Perryman,9481,LB,LV,1,0,0,23,70.9,0,0,3,10.0,0.0,0,0,33.3,1,30,3,1,0,59.4,0,0,1,6.7,0.0,0,0.0,0,15,1,0,5,2022
Jordan Phillips,9485,DI,BUF,1,0,0,4,51.4,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,51.6,0,0,7,100.0,0.0,0,0.0,0,7,7,0,5,2022
Markus Golden,9491,ED,ARZ,1,0,0,1,77.7,0,3,23,92.3,30.4,7,0,6.5,0,26,24,3,0,73.0,0,2,7,88.9,42.9,3,14.3,0,9,8,2,5,2022
Frank Clark,9496,ED,KC,1,0,0,16,68.5,1,1,13,100.0,15.4,2,0,15.4,1,16,16,3,0,64.4,1,0,7,100.0,14.3,1,7.1,0,8,8,1,5,2022
Jordan Hicks,9517,LB,MIN,1,1,0,18,73.6,0,1,2,7.7,50.0,1,0,25.0,0,26,2,1,1,62.6,0,1,0,0.0,,1,,0,10,0,1,5,2022
Danielle Hunter,9521,ED,MIN,1,0,0,18,56.3,0,1,25,96.4,12.0,3,0,6.0,1,28,27,2,0,54.9,0,0,14,93.8,7.1,1,7.1,1,16,15,1,5,2022
Carl Davis,9523,DI,NE,1,0,0,19,54.0,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,54.8,0,0,5,100.0,0.0,0,0.0,0,6,6,0,5,2022
Henry Anderson,9526,ED,CAR,1,0,0,5,55.1,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Angelo Blackson,9533,DI,CHI,1,0,0,6,58.1,0,0,17,100.0,5.9,1,0,0.0,0,18,18,0,0,52.7,0,0,6,100.0,0.0,0,0.0,0,7,7,0,5,2022
Za'Darius Smith,9555,ED,MIN,1,0,0,18,61.2,1,3,24,96.3,20.8,5,0,12.5,1,27,26,5,0,60.6,0,3,15,100.0,20.0,3,16.7,1,16,16,4,5,2022
Kwon Alexander,9557,LB,NYJ,1,0,0,22,59.2,0,0,1,5.4,0.0,0,0,0.0,0,37,2,0,0,,0,0,0,0.0,,0,,0,12,0,0,5,2022
Damien Wilson,9560,LB,CAR,1,0,0,5,69.3,0,0,3,17.6,33.3,1,0,33.3,1,17,3,1,0,,0,0,0,0.0,,0,,0,2,0,0,5,2022
Grady Jarrett,9570,DI,ATL,1,0,0,2,79.5,2,4,38,100.0,18.4,7,1,7.9,0,41,41,6,0,84.0,2,3,24,100.0,25.0,6,10.4,0,26,26,5,5,2022
Adrian Amos,9575,S,GB,1,0,0,12,57.6,1,0,2,5.9,0.0,0,0,25.0,0,34,2,1,0,,0,0,0,0.0,,0,,0,7,0,0,5,2022
Christian Covington,9649,DI,LAC,1,0,0,27,51.3,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,54.5,0,0,4,100.0,0.0,0,0.0,0,4,4,0,5,2022
Rakeem Nunez-Roches,9650,DI,TB,1,0,0,30,53.6,0,0,13,93.8,0.0,0,1,0.0,0,16,15,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
DeShawn Williams,9891,DI,DEN,1,0,0,10,54.0,0,1,20,100.0,5.0,1,0,2.5,0,23,23,1,0,55.8,0,1,14,100.0,7.1,1,3.6,0,16,16,1,5,2022
Dean Marlowe,9966,S,ATL,1,0,0,2,58.5,0,0,2,15.4,0.0,0,0,0.0,0,13,2,0,0,,0,0,0,0.0,,0,,0,9,0,0,5,2022
Alex Singleton,9994,LB,DEN,1,0,0,10,53.4,0,0,4,13.8,0.0,0,1,0.0,0,29,4,0,0,55.9,0,0,2,11.1,0.0,0,0.0,0,18,2,0,5,2022
Efe Obada,10235,ED,WAS,1,0,0,32,69.3,1,1,10,100.0,30.0,3,1,20.0,1,11,11,3,0,74.0,1,1,5,100.0,60.0,3,40.0,1,5,5,3,5,2022
Jalen Ramsey,10639,CB,LA,1,0,0,26,73.2,0,0,1,5.3,0.0,0,0,100.0,1,19,1,1,0,73.2,0,0,1,12.5,0.0,0,100.0,1,8,1,1,5,2022
DeForest Buckner,10641,DI,IND,1,1,0,14,83.9,0,1,35,100.0,8.6,3,0,7.1,2,36,36,3,0,91.2,0,0,15,100.0,13.3,2,13.3,2,16,16,2,5,2022
Leonard Floyd,10643,ED,LA,1,0,0,26,67.5,1,0,15,83.3,20.0,3,0,3.3,0,18,15,1,0,64.1,1,0,5,71.4,20.0,1,10.0,0,7,5,1,5,2022
Sheldon Rankins,10646,DI,NYJ,1,0,0,22,74.1,0,2,23,96.0,13.0,3,0,4.3,0,25,24,2,0,91.1,0,2,6,100.0,50.0,3,16.7,0,6,6,2,5,2022
Keanu Neal,10651,S,TB,1,0,0,30,56.3,0,0,2,8.3,0.0,0,1,0.0,0,24,2,0,0,,0,0,0,0.0,,0,,0,3,0,0,5,2022
Shaq Lawson,10653,ED,BUF,1,0,0,4,62.7,1,2,23,95.8,17.4,4,0,6.5,0,24,23,3,0,64.7,1,2,18,94.7,22.2,4,8.3,0,19,18,3,5,2022
Kenny Clark,10661,DI,GB,1,0,0,12,75.0,0,3,28,100.0,10.7,3,0,5.4,0,29,29,3,0,83.7,0,1,6,100.0,16.7,1,8.3,0,6,6,1,5,2022
Emmanuel Ogbah,10666,ED,MIA,1,0,0,17,55.4,0,1,18,100.0,5.6,1,0,2.8,0,19,19,1,0,53.2,0,0,5,100.0,0.0,0,0.0,0,5,5,0,5,2022
Jaylon Smith,10668,LB,NYG,1,0,0,21,55.1,0,0,2,11.5,0.0,0,0,0.0,0,26,3,0,0,,0,0,0,0.0,,0,,0,7,0,0,5,2022
Myles Jack,10670,LB,PIT,1,0,0,25,68.2,0,0,3,10.5,33.3,1,1,0.0,0,38,4,0,0,66.0,0,0,1,7.1,100.0,1,0.0,0,14,1,0,5,2022
Chris Jones,10671,DI,KC,1,0,0,16,90.9,1,4,31,100.0,16.1,5,1,8.1,0,35,35,5,0,59.7,0,3,16,100.0,18.8,3,9.4,0,18,18,3,5,2022
Austin Johnson,10677,DI,LAC,1,0,0,27,52.7,1,1,20,100.0,15.0,3,0,5.0,0,21,21,2,0,61.1,0,0,8,100.0,12.5,1,0.0,0,9,9,0,5,2022
Jihad Ward,10678,ED,NYG,1,0,0,21,48.6,2,2,32,97.1,9.4,3,0,6.3,0,35,34,4,0,50.1,2,1,12,100.0,16.7,2,12.5,0,13,13,3,5,2022
A'Shawn Robinson,10680,DI,LA,1,0,0,26,91.2,1,0,4,100.0,50.0,2,0,12.5,0,4,4,1,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Jarran Reed,10683,DI,GB,1,0,0,12,80.1,0,2,23,100.0,8.7,2,0,8.7,1,25,25,3,0,79.5,0,1,7,100.0,14.3,1,7.1,0,7,7,1,5,2022
Vonn Bell,10695,S,CIN,1,0,0,7,58.1,0,0,2,5.4,0.0,0,0,0.0,0,37,2,0,0,58.8,0,0,1,6.7,0.0,0,0.0,0,15,1,0,5,2022
Adam Gotsis,10697,DI,JAX,1,1,0,15,63.6,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Kevin Byard,10698,S,TEN,1,0,0,31,59.1,0,0,1,2.1,0.0,0,0,0.0,0,47,1,0,0,,0,0,0,0.0,,0,,0,20,0,0,5,2022
Carl Nassib,10699,ED,TB,1,0,0,30,54.1,1,0,7,100.0,14.3,1,0,7.1,0,8,8,1,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Maliek Collins,10701,DI,HST,1,0,0,13,60.3,1,3,27,100.0,14.8,4,0,7.4,0,28,28,4,0,63.0,1,3,18,100.0,22.2,4,11.1,0,19,19,4,5,2022
Yannick Ngakoue,10703,ED,IND,1,0,0,14,57.1,0,1,33,100.0,6.1,2,0,7.6,2,34,34,3,0,64.0,0,1,14,100.0,14.3,2,17.9,2,15,15,3,5,2022
Jonathan Bullard,10706,DI,MIN,1,0,0,18,55.4,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,59.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Javon Hargrave,10723,DI,PHI,1,0,0,24,73.1,0,3,33,100.0,15.2,5,0,4.5,0,33,33,3,0,70.0,0,2,12,100.0,25.0,3,8.3,0,12,12,2,5,2022
De'Vondre Campbell,10749,LB,GB,1,0,0,12,56.8,0,0,1,5.9,0.0,0,0,0.0,0,34,2,0,0,,0,0,0,0.0,,0,,0,7,0,0,5,2022
Hassan Ridgeway,10750,DI,SF,1,0,0,28,61.5,1,0,20,100.0,10.0,2,0,2.5,0,20,20,1,0,64.9,1,0,13,100.0,15.4,2,3.8,0,13,13,1,5,2022
David Onyemata,10754,DI,NO,1,0,0,20,66.8,1,2,21,100.0,19.0,4,0,7.1,0,23,23,3,0,77.8,1,1,7,100.0,42.9,3,14.3,0,9,9,2,5,2022
Andrew Billings,10756,DI,LV,1,0,0,23,64.4,0,0,18,100.0,11.1,2,0,0.0,0,18,18,0,0,68.1,0,0,10,100.0,20.0,2,0.0,0,10,10,0,5,2022
Deon Bush,10758,S,KC,1,0,0,16,58.8,0,0,1,12.5,0.0,0,0,0.0,0,8,1,0,0,58.8,0,0,1,20.0,0.0,0,0.0,0,5,1,0,5,2022
Dean Lowry,10771,DI,GB,1,0,0,12,47.7,0,1,17,100.0,5.9,1,0,2.9,0,19,19,1,0,55.4,0,0,3,100.0,0.0,0,0.0,0,3,3,0,5,2022
Matthew Judon,10780,ED,NE,1,0,0,19,83.8,2,3,21,88.0,28.6,6,0,21.4,2,25,22,7,0,85.2,1,2,12,92.9,33.3,4,29.2,2,14,13,5,5,2022
Quinton Jefferson,10781,DI,SEA,1,0,0,29,64.2,0,2,15,100.0,20.0,3,0,6.7,0,16,16,2,0,72.7,0,2,7,100.0,42.9,3,14.3,0,8,8,2,5,2022
Matt Ioannidis,10786,DI,CAR,1,0,0,5,73.0,1,4,28,100.0,21.4,6,0,8.9,0,30,30,5,0,81.4,0,3,12,100.0,33.3,4,12.5,0,13,13,3,5,2022
